This file was created by CMPT_IND_RETS using the 202402 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
195209,    309,    466,     57,     19,    160
195210,    309,    466,     57,     18,    160
195211,    309,    465,     57,     18,    160
195212,    309,    465,     57,     18,    160
195301,    309,    465,     57,     18,    160
195302,    308,    465,     56,     18,    160
195303,    306,    465,     55,     18,    160
195304,    306,    465,     55,     18,    160
195305,    306,    464,     55,     17,    157
195306,    306,    464,     55,     17,    157
195307,    307,    476,     58,     18,    161
195308,    306,    476,     58,     18,    161
195309,    304,    476,     58,     18,    161
195310,    303,    476,     58,     18,    161
195311,    303,    475,     58,     18,    161
195312,    303,    475,     58,     18,    161
195401,    303,    475,     58,     18,    161
195402,    303,    475,     58,     18,    161
195403,    303,    475,     58,     18,    161
195404,    303,    474,     58,     18,    161
195405,    302,    472,     58,     18,    161
195406,    302,    472,     58,     18,    161
195407,    301,    482,     59,     18,    162
195408,    301,    481,     59,     18,    162
195409,    301,    481,     59,     18,    162
195410,    300,    480,     59,     18,    160
195411,    300,    479,     59,     18,    160
195412,    300,    479,     59,     18,    160
195501,    300,    478,     59,     18,    160
195502,    298,    477,     59,     18,    160
195503,    298,    475,     59,     18,    160
195504,    298,    475,     59,     17,    159
195505,    298,    474,     58,     17,    158
195506,    298,    474,     58,     17,    158
195507,    302,    490,     58,     17,    159
195508,    302,    488,     58,     17,    158
195509,    301,    486,     58,     17,    158
195510,    300,    485,     58,     17,    158
195511,    300,    485,     58,     17,    158
195512,    298,    483,     58,     17,    158
195601,    296,    483,     58,     17,    158
195602,    295,    483,     58,     17,    158
195603,    295,    483,     58,     17,    158
195604,    295,    483,     58,     17,    158
195605,    293,    483,     58,     17,    158
195606,    293,    482,     58,     17,    156
195607,    293,    494,     60,     17,    158
195608,    292,    493,     60,     17,    157
195609,    292,    492,     60,     17,    156
195610,    292,    489,     60,     17,    156
195611,    291,    489,     60,     17,    156
195612,    291,    489,     60,     17,    156
195701,    291,    485,     60,     17,    156
195702,    291,    485,     60,     17,    156
195703,    291,    485,     60,     17,    156
195704,    290,    485,     60,     17,    156
195705,    288,    484,     60,     17,    156
195706,    287,    482,     60,     17,    156
195707,    293,    497,     69,     17,    160
195708,    292,    496,     68,     17,    160
195709,    292,    495,     68,     17,    159
195710,    290,    495,     67,     17,    159
195711,    290,    495,     66,     17,    159
195712,    290,    493,     66,     17,    157
195801,    290,    491,     66,     17,    157
195802,    289,    491,     66,     17,    157
195803,    287,    489,     66,     17,    156
195804,    287,    489,     66,     17,    156
195805,    286,    488,     66,     17,    156
195806,    285,    486,     66,     17,    156
195807,    281,    498,     72,     20,    167
195808,    281,    497,     72,     20,    166
195809,    281,    496,     72,     20,    164
195810,    281,    495,     72,     20,    162
195811,    281,    495,     72,     20,    162
195812,    280,    494,     72,     20,    162
195901,    280,    494,     72,     20,    162
195902,    278,    494,     72,     20,    162
195903,    277,    493,     71,     20,    160
195904,    277,    492,     71,     20,    158
195905,    277,    492,     71,     20,    158
195906,    277,    492,     71,     20,    157
195907,    284,    499,     78,     22,    160
195908,    284,    499,     78,     22,    159
195909,    284,    499,     78,     22,    159
195910,    283,    499,     77,     22,    159
195911,    283,    498,     77,     22,    159
195912,    283,    498,     76,     22,    158
196001,    283,    498,     75,     22,    158
196002,    283,    498,     75,     22,    157
196003,    282,    498,     75,     22,    157
196004,    281,    497,     75,     22,    156
196005,    281,    495,     74,     22,    156
196006,    281,    495,     74,     22,    156
196007,    290,    512,     83,     23,    164
196008,    289,    512,     83,     23,    164
196009,    289,    511,     83,     23,    164
196010,    286,    511,     83,     23,    163
196011,    285,    511,     83,     23,    162
196012,    284,    511,     83,     23,    162
196101,    282,    510,     83,     22,    162
196102,    279,    510,     83,     22,    161
196103,    279,    509,     83,     22,    161
196104,    278,    508,     83,     22,    161
196105,    278,    508,     83,     22,    161
196106,    277,    508,     83,     22,    160
196107,    290,    521,     90,     22,    164
196108,    289,    520,     90,     22,    162
196109,    288,    520,     90,     22,    161
196110,    287,    519,     90,     22,    161
196111,    287,    519,     89,     22,    160
196112,    287,    518,     88,     22,    159
196201,    286,    517,     88,     22,    159
196202,    285,    515,     88,     22,    159
196203,    285,    515,     88,     22,    159
196204,    285,    511,     88,     22,    158
196205,    284,    510,     88,     22,    158
196206,    284,    508,     87,     22,    158
196207,    296,    532,     98,     23,    163
196208,    296,    532,     98,     23,    163
196209,    296,    531,     98,     23,    163
196210,    295,    531,     98,     23,    163
196211,    294,    530,     98,     23,    163
196212,    294,    529,     98,     23,    163
196301,    294,    529,     98,     23,    162
196302,    294,    528,     98,     23,    162
196303,    293,    528,     98,     23,    162
196304,    293,    527,     98,     23,    161
196305,    291,    525,     97,     23,    160
196306,    291,    524,     96,     23,    160
196307,    556,    860,    154,     36,    346
196308,    555,    859,    154,     36,    342
196309,    553,    854,    154,     36,    342
196310,    552,    851,    153,     36,    339
196311,    551,    849,    153,     36,    338
196312,    548,    842,    153,     36,    337
196401,    546,    836,    153,     36,    337
196402,    546,    835,    153,     36,    337
196403,    544,    832,    153,     36,    336
196404,    543,    830,    152,     36,    334
196405,    540,    826,    151,     36,    333
196406,    539,    823,    151,     36,    333
196407,    582,    862,    166,     38,    346
196408,    581,    861,    166,     38,    345
196409,    579,    856,    166,     38,    344
196410,    579,    853,    166,     38,    341
196411,    578,    851,    166,     38,    340
196412,    576,    848,    164,     38,    340
196501,    575,    843,    163,     38,    339
196502,    571,    840,    163,     38,    338
196503,    570,    838,    160,     38,    335
196504,    568,    835,    160,     38,    335
196505,    567,    833,    160,     38,    332
196506,    565,    831,    160,     38,    331
196507,    602,    867,    176,     39,    358
196508,    601,    865,    175,     39,    357
196509,    597,    861,    174,     39,    356
196510,    592,    858,    174,     39,    355
196511,    591,    856,    174,     39,    353
196512,    588,    854,    173,     39,    353
196601,    585,    851,    172,     38,    350
196602,    583,    845,    172,     38,    348
196603,    582,    844,    172,     38,    348
196604,    579,    841,    172,     38,    348
196605,    573,    838,    171,     38,    347
196606,    569,    835,    171,     38,    346
196607,    606,    867,    185,     39,    361
196608,    606,    866,    184,     39,    357
196609,    605,    865,    184,     39,    356
196610,    604,    861,    184,     39,    354
196611,    600,    858,    184,     39,    352
196612,    597,    856,    183,     39,    348
196701,    595,    855,    183,     39,    346
196702,    594,    853,    183,     39,    345
196703,    592,    850,    181,     39,    345
196704,    590,    849,    179,     39,    343
196705,    585,    844,    177,     39,    340
196706,    581,    841,    177,     39,    338
196707,    606,    884,    192,     40,    346
196708,    603,    880,    192,     40,    344
196709,    599,    871,    191,     40,    342
196710,    595,    866,    188,     40,    341
196711,    590,    863,    187,     40,    340
196712,    587,    857,    186,     39,    339
196801,    583,    844,    184,     38,    338
196802,    581,    840,    183,     38,    335
196803,    578,    839,    183,     38,    333
196804,    575,    834,    183,     38,    330
196805,    572,    829,    183,     38,    329
196806,    566,    819,    182,     38,    326
196807,    604,    858,    210,     44,    344
196808,    603,    856,    210,     44,    342
196809,    601,    852,    209,     44,    339
196810,    597,    844,    208,     44,    339
196811,    594,    839,    207,     44,    338
196812,    591,    831,    207,     44,    336
196901,    585,    827,    207,     44,    333
196902,    582,    822,    206,     44,    332
196903,    580,    820,    205,     44,    328
196904,    576,    819,    203,     44,    327
196905,    575,    815,    201,     44,    326
196906,    572,    813,    201,     44,    323
196907,    640,    853,    228,     49,    371
196908,    639,    851,    226,     49,    370
196909,    637,    849,    226,     49,    366
196910,    637,    848,    225,     49,    366
196911,    636,    844,    224,     49,    365
196912,    630,    843,    222,     49,    365
197001,    628,    841,    222,     49,    365
197002,    627,    839,    222,     49,    365
197003,    627,    839,    222,     49,    361
197004,    627,    837,    220,     49,    358
197005,    625,    832,    220,     49,    358
197006,    621,    831,    219,     49,    356
197007,    689,    868,    224,     53,    406
197008,    687,    866,    223,     53,    404
197009,    687,    866,    220,     53,    403
197010,    687,    863,    220,     53,    403
197011,    685,    862,    219,     52,    402
197012,    682,    856,    218,     52,    400
197101,    678,    855,    218,     51,    399
197102,    675,    853,    218,     51,    398
197103,    673,    852,    217,     51,    396
197104,    671,    849,    215,     51,    396
197105,    670,    845,    212,     51,    393
197106,    668,    843,    210,     51,    391
197107,    715,    868,    221,     60,    439
197108,    714,    867,    221,     60,    438
197109,    714,    867,    219,     60,    438
197110,    714,    867,    219,     60,    438
197111,    713,    864,    219,     60,    438
197112,    713,    863,    218,     60,    436
197201,    712,    858,    217,     60,    436
197202,    712,    858,    217,     60,    435
197203,    710,    857,    216,     60,    433
197204,    709,    855,    215,     60,    431
197205,    709,    853,    215,     60,    428
197206,    708,    852,    214,     60,    425
197207,    769,    879,    221,     70,    486
197208,    763,    878,    221,     70,    483
197209,    762,    877,    221,     70,    483
197210,    759,    876,    221,     70,    482
197211,    758,    874,    219,     70,    480
197212,    757,    872,    219,     70,    480
197301,    752,    870,    218,     70,    479
197302,    749,    867,    217,     70,    478
197303,    748,    865,    217,     70,    476
197304,    746,    865,    216,     70,    475
197305,    740,    861,    214,     70,    473
197306,    738,    861,    213,     70,    472
197307,   1303,   1315,    469,    136,   1917
197308,   1290,   1308,    466,    136,   1898
197309,   1283,   1304,    463,    133,   1887
197310,   1275,   1301,    459,    133,   1876
197311,   1260,   1288,    451,    133,   1846
197312,   1244,   1281,    445,    130,   1817
197401,   1239,   1276,    443,    128,   1803
197402,   1234,   1273,    440,    128,   1796
197403,   1232,   1272,    434,    128,   1786
197404,   1225,   1267,    431,    127,   1780
197405,   1214,   1258,    428,    125,   1769
197406,   1204,   1254,    425,    125,   1755
197407,   1191,   1268,    430,    130,   1722
197408,   1182,   1263,    424,    129,   1711
197409,   1170,   1262,    419,    129,   1702
197410,   1160,   1259,    415,    129,   1692
197411,   1155,   1252,    413,    129,   1682
197412,   1151,   1242,    410,    129,   1670
197501,   1142,   1238,    408,    126,   1660
197502,   1141,   1236,    406,    125,   1656
197503,   1138,   1232,    404,    125,   1652
197504,   1135,   1227,    404,    125,   1643
197505,   1134,   1226,    403,    125,   1640
197506,   1126,   1220,    398,    122,   1633
197507,   1136,   1256,    401,    134,   1638
197508,   1132,   1250,    399,    134,   1633
197509,   1130,   1249,    398,    133,   1631
197510,   1127,   1248,    398,    131,   1623
197511,   1121,   1245,    397,    131,   1619
197512,   1116,   1243,    395,    129,   1613
197601,   1112,   1236,    394,    129,   1605
197602,   1109,   1232,    394,    129,   1601
197603,   1100,   1231,    393,    129,   1597
197604,   1094,   1229,    389,    128,   1592
197605,   1092,   1220,    388,    128,   1586
197606,   1087,   1216,    387,    128,   1583
197607,   1137,   1274,    410,    135,   1653
197608,   1128,   1267,    410,    135,   1647
197609,   1126,   1264,    408,    135,   1641
197610,   1124,   1258,    408,    135,   1638
197611,   1121,   1254,    406,    134,   1636
197612,   1119,   1247,    403,    130,   1629
197701,   1111,   1242,    399,    129,   1623
197702,   1107,   1237,    397,    128,   1619
197703,   1099,   1232,    397,    127,   1616
197704,   1097,   1228,    396,    126,   1613
197705,   1092,   1218,    395,    124,   1611
197706,   1086,   1212,    395,    123,   1608
197707,   1127,   1271,    429,    133,   1666
197708,   1116,   1266,    426,    132,   1658
197709,   1112,   1261,    424,    132,   1648
197710,   1105,   1254,    422,    131,   1642
197711,   1101,   1251,    420,    130,   1640
197712,   1094,   1239,    417,    128,   1635
197801,   1085,   1230,    412,    125,   1620
197802,   1079,   1227,    411,    125,   1611
197803,   1075,   1223,    410,    125,   1605
197804,   1070,   1214,    407,    124,   1602
197805,   1061,   1200,    405,    123,   1596
197806,   1052,   1183,    403,    120,   1589
197807,   1069,   1232,    420,    124,   1650
197808,   1058,   1223,    418,    124,   1642
197809,   1051,   1220,    416,    122,   1633
197810,   1042,   1216,    414,    122,   1624
197811,   1038,   1211,    412,    122,   1615
197812,   1034,   1207,    408,    121,   1607
197901,   1023,   1196,    406,    121,   1596
197902,   1017,   1190,    405,    120,   1584
197903,   1014,   1185,    403,    119,   1580
197904,   1008,   1182,    399,    118,   1567
197905,   1006,   1179,    398,    117,   1559
197906,    997,   1174,    394,    115,   1544
197907,   1016,   1229,    441,    127,   1637
197908,   1010,   1221,    440,    126,   1629
197909,   1005,   1218,    438,    124,   1620
197910,   1001,   1213,    437,    124,   1616
197911,    994,   1209,    432,    124,   1609
197912,    988,   1204,    427,    123,   1603
198001,    978,   1194,    424,    123,   1583
198002,    972,   1190,    422,    122,   1578
198003,    968,   1187,    421,    122,   1567
198004,    962,   1180,    419,    119,   1560
198005,    956,   1176,    415,    117,   1549
198006,    952,   1172,    410,    117,   1539
198007,    991,   1265,    462,    136,   1632
198008,    988,   1259,    458,    135,   1615
198009,    978,   1252,    455,    133,   1607
198010,    973,   1250,    454,    133,   1598
198011,    971,   1245,    451,    132,   1592
198012,    963,   1241,    446,    132,   1580
198101,    951,   1238,    441,    131,   1572
198102,    943,   1231,    440,    130,   1564
198103,    939,   1223,    437,    129,   1560
198104,    932,   1216,    436,    127,   1554
198105,    927,   1211,    436,    126,   1553
198106,    919,   1203,    434,    126,   1545
198107,    981,   1386,    577,    156,   1724
198108,    974,   1380,    576,    156,   1722
198109,    967,   1379,    574,    155,   1709
198110,    960,   1373,    571,    154,   1699
198111,    955,   1369,    567,    154,   1692
198112,    947,   1362,    565,    152,   1686
198201,    943,   1359,    561,    152,   1674
198202,    939,   1353,    559,    152,   1665
198203,    932,   1348,    555,    150,   1650
198204,    925,   1341,    551,    149,   1632
198205,    915,   1339,    550,    149,   1619
198206,    907,   1336,    549,    147,   1608
198207,    958,   1438,    653,    176,   1699
198208,    953,   1432,    651,    175,   1687
198209,    949,   1419,    648,    173,   1664
198210,    942,   1410,    644,    172,   1648
198211,    933,   1406,    642,    171,   1625
198212,    932,   1395,    638,    169,   1610
198301,    922,   1381,    636,    168,   1587
198302,    918,   1371,    635,    166,   1580
198303,    913,   1367,    633,    163,   1572
198304,    911,   1358,    631,    161,   1565
198305,    907,   1352,    623,    161,   1552
198306,    902,   1341,    618,    160,   1540
198307,   1006,   1413,    753,    205,   1718
198308,   1000,   1397,    750,    203,   1703
198309,    994,   1384,    746,    203,   1690
198310,    993,   1375,    742,    203,   1682
198311,    989,   1372,    740,    203,   1672
198312,    981,   1360,    737,    202,   1665
198401,    972,   1348,    735,    199,   1650
198402,    958,   1340,    733,    197,   1642
198403,    955,   1331,    732,    197,   1632
198404,    949,   1323,    729,    197,   1621
198405,    940,   1320,    728,    194,   1609
198406,    932,   1309,    719,    194,   1590
198407,   1104,   1433,    988,    289,   1848
198408,   1099,   1428,    985,    288,   1835
198409,   1080,   1410,    978,    286,   1815
198410,   1072,   1402,    967,    283,   1791
198411,   1064,   1383,    960,    282,   1774
198412,   1056,   1371,    957,    278,   1764
198501,   1044,   1361,    949,    274,   1736
198502,   1038,   1347,    943,    273,   1727
198503,   1031,   1336,    936,    270,   1720
198504,   1020,   1332,    928,    269,   1706
198505,   1002,   1322,    922,    269,   1686
198506,    992,   1310,    909,    264,   1671
198507,   1079,   1393,   1027,    315,   1753
198508,   1070,   1379,   1016,    314,   1731
198509,   1060,   1372,   1009,    312,   1713
198510,   1047,   1359,    999,    310,   1704
198511,   1034,   1346,    991,    307,   1686
198512,   1019,   1334,    981,    303,   1669
198601,   1012,   1323,    973,    299,   1645
198602,   1004,   1315,    968,    296,   1634
198603,    997,   1302,    955,    292,   1619
198604,    984,   1288,    947,    288,   1605
198605,    975,   1274,    941,    284,   1587
198606,    967,   1257,    931,    280,   1575
198607,   1137,   1388,   1038,    362,   1781
198608,   1130,   1374,   1029,    359,   1763
198609,   1120,   1361,   1020,    357,   1746
198610,   1108,   1345,   1009,    352,   1734
198611,   1095,   1330,    997,    345,   1714
198612,   1077,   1299,    982,    344,   1681
198701,   1060,   1292,    970,    338,   1665
198702,   1058,   1283,    968,    335,   1660
198703,   1052,   1271,    962,    331,   1648
198704,   1041,   1260,    960,    331,   1640
198705,   1037,   1255,    955,    331,   1626
198706,   1027,   1245,    945,    330,   1616
198707,   1203,   1353,   1088,    411,   2053
198708,   1192,   1343,   1074,    409,   2040
198709,   1184,   1330,   1065,    407,   2034
198710,   1168,   1318,   1055,    406,   2013
198711,   1153,   1307,   1049,    400,   1994
198712,   1136,   1300,   1037,    396,   1978
198801,   1130,   1293,   1031,    391,   1962
198802,   1122,   1281,   1016,    389,   1939
198803,   1109,   1274,   1010,    381,   1925
198804,   1089,   1265,   1002,    380,   1912
198805,   1064,   1252,    990,    378,   1889
198806,   1053,   1240,    980,    374,   1878
198807,   1186,   1292,   1074,    414,   2072
198808,   1171,   1279,   1062,    407,   2046
198809,   1160,   1269,   1052,    398,   2027
198810,   1151,   1259,   1046,    396,   2013
198811,   1138,   1242,   1035,    391,   1997
198812,   1114,   1230,   1020,    388,   1969
198901,   1103,   1222,   1009,    386,   1952
198902,   1095,   1216,    995,    384,   1936
198903,   1086,   1210,    981,    381,   1919
198904,   1078,   1206,    975,    377,   1901
198905,   1064,   1197,    962,    374,   1888
198906,   1051,   1182,    951,    368,   1867
198907,   1123,   1260,   1001,    398,   1984
198908,   1112,   1250,    992,    396,   1956
198909,   1097,   1241,    985,    394,   1932
198910,   1090,   1232,    981,    389,   1920
198911,   1078,   1227,    970,    387,   1897
198912,   1069,   1219,    965,    384,   1878
199001,   1063,   1208,    957,    380,   1857
199002,   1053,   1204,    951,    378,   1841
199003,   1047,   1196,    944,    377,   1823
199004,   1036,   1192,    935,    373,   1809
199005,   1029,   1184,    927,    371,   1789
199006,   1017,   1177,    911,    366,   1770
199007,   1092,   1223,    989,    428,   1921
199008,   1082,   1214,    980,    428,   1899
199009,   1075,   1210,    975,    426,   1883
199010,   1063,   1203,    969,    422,   1867
199011,   1056,   1195,    960,    417,   1851
199012,   1055,   1185,    951,    416,   1839
199101,   1049,   1179,    947,    413,   1815
199102,   1043,   1174,    942,    408,   1806
199103,   1038,   1167,    933,    405,   1796
199104,   1026,   1154,    926,    402,   1777
199105,   1016,   1146,    922,    400,   1761
199106,   1007,   1144,    917,    398,   1752
199107,   1058,   1204,    957,    459,   1851
199108,   1050,   1200,    952,    455,   1839
199109,   1045,   1199,    945,    454,   1827
199110,   1039,   1197,    936,    451,   1816
199111,   1030,   1194,    928,    451,   1803
199112,   1025,   1189,    916,    448,   1782
199201,   1020,   1183,    910,    446,   1766
199202,   1011,   1179,    904,    441,   1756
199203,   1004,   1175,    897,    440,   1734
199204,    996,   1166,    891,    437,   1716
199205,    986,   1155,    882,    433,   1698
199206,    975,   1142,    868,    429,   1680
199207,   1129,   1194,    972,    550,   1821
199208,   1116,   1185,    959,    548,   1808
199209,   1110,   1180,    956,    542,   1795
199210,   1100,   1175,    950,    534,   1775
199211,   1093,   1172,    945,    534,   1766
199212,   1091,   1168,    939,    533,   1748
199301,   1088,   1164,    931,    532,   1730
199302,   1083,   1162,    928,    529,   1718
199303,   1078,   1159,    920,    527,   1698
199304,   1075,   1157,    917,    523,   1690
199305,   1074,   1153,    914,    519,   1680
199306,   1068,   1144,    911,    518,   1670
199307,   1206,   1206,   1031,    598,   1896
199308,   1202,   1200,   1028,    592,   1885
199309,   1199,   1197,   1023,    588,   1879
199310,   1194,   1194,   1020,    585,   1866
199311,   1189,   1185,   1018,    583,   1861
199312,   1184,   1180,   1009,    581,   1842
199401,   1177,   1177,   1007,    580,   1822
199402,   1173,   1172,   1001,    575,   1810
199403,   1171,   1169,    998,    573,   1796
199404,   1170,   1163,    991,    569,   1785
199405,   1167,   1157,    984,    563,   1773
199406,   1162,   1153,    980,    555,   1756
199407,   1367,   1305,   1157,    623,   2073
199408,   1359,   1298,   1149,    622,   2055
199409,   1349,   1295,   1138,    618,   2039
199410,   1346,   1289,   1132,    609,   2027
199411,   1339,   1284,   1125,    605,   2015
199412,   1329,   1275,   1111,    600,   2001
199501,   1322,   1271,   1103,    595,   1976
199502,   1317,   1264,   1096,    591,   1961
199503,   1308,   1256,   1086,    585,   1946
199504,   1297,   1251,   1083,    581,   1928
199505,   1283,   1242,   1077,    574,   1911
199506,   1270,   1233,   1063,    573,   1894
199507,   1389,   1305,   1205,    619,   2104
199508,   1377,   1304,   1195,    611,   2092
199509,   1371,   1297,   1188,    606,   2080
199510,   1360,   1291,   1180,    601,   2060
199511,   1351,   1284,   1174,    592,   2046
199512,   1344,   1281,   1162,    589,   2028
199601,   1333,   1273,   1156,    585,   1994
199602,   1324,   1263,   1146,    582,   1980
199603,   1323,   1253,   1143,    578,   1962
199604,   1320,   1247,   1137,    575,   1939
199605,   1313,   1238,   1129,    571,   1924
199606,   1301,   1234,   1126,    567,   1911
199607,   1429,   1325,   1412,    696,   2196
199608,   1421,   1314,   1400,    691,   2182
199609,   1407,   1309,   1395,    687,   2170
199610,   1396,   1300,   1387,    686,   2150
199611,   1388,   1294,   1379,    684,   2131
199612,   1376,   1286,   1371,    677,   2111
199701,   1366,   1276,   1359,    672,   2093
199702,   1354,   1274,   1349,    669,   2081
199703,   1344,   1264,   1337,    664,   2059
199704,   1336,   1262,   1326,    660,   2040
199705,   1329,   1257,   1316,    657,   2025
199706,   1317,   1250,   1305,    653,   1996
199707,   1433,   1335,   1520,    732,   2249
199708,   1419,   1316,   1509,    727,   2225
199709,   1402,   1310,   1500,    717,   2210
199710,   1390,   1296,   1493,    710,   2189
199711,   1380,   1288,   1480,    705,   2171
199712,   1363,   1274,   1460,    698,   2139
199801,   1346,   1261,   1446,    693,   2121
199802,   1332,   1257,   1431,    689,   2095
199803,   1314,   1248,   1416,    680,   2064
199804,   1303,   1236,   1404,    677,   2035
199805,   1292,   1230,   1388,    671,   2012
199806,   1280,   1213,   1365,    664,   1985
199807,   1391,   1266,   1536,    727,   2212
199808,   1376,   1256,   1519,    719,   2186
199809,   1356,   1243,   1492,    711,   2168
199810,   1334,   1228,   1463,    691,   2136
199811,   1323,   1221,   1448,    682,   2115
199812,   1306,   1212,   1430,    672,   2083
199901,   1288,   1198,   1412,    664,   2056
199902,   1272,   1185,   1398,    658,   2032
199903,   1251,   1167,   1375,    645,   2005
199904,   1235,   1153,   1360,    639,   1986
199905,   1221,   1144,   1339,    635,   1968
199906,   1206,   1135,   1316,    625,   1944
199907,   1236,   1151,   1481,    629,   2077
199908,   1224,   1127,   1462,    623,   2058
199909,   1210,   1115,   1444,    611,   2038
199910,   1202,   1102,   1426,    605,   2010
199911,   1195,   1081,   1406,    588,   1985
199912,   1176,   1072,   1385,    580,   1963
200001,   1167,   1067,   1368,    575,   1943
200002,   1159,   1055,   1349,    569,   1923
200003,   1152,   1045,   1336,    567,   1883
200004,   1142,   1037,   1322,    564,   1860
200005,   1131,   1030,   1307,    558,   1847
200006,   1118,   1017,   1288,    553,   1821
200007,   1164,   1036,   1654,    599,   1943
200008,   1149,   1028,   1638,    592,   1928
200009,   1137,   1010,   1622,    583,   1911
200010,   1113,    998,   1602,    575,   1879
200011,   1094,    984,   1586,    561,   1855
200012,   1073,    972,   1565,    550,   1837
200101,   1058,    955,   1546,    546,   1805
200102,   1046,    951,   1527,    540,   1785
200103,   1033,    942,   1504,    536,   1769
200104,   1020,    931,   1473,    528,   1744
200105,   1000,    917,   1442,    522,   1726
200106,    989,    910,   1417,    519,   1700
200107,    987,    955,   1548,    568,   1741
200108,    967,    945,   1503,    564,   1722
200109,    957,    940,   1491,    561,   1704
200110,    948,    934,   1474,    559,   1689
200111,    934,    924,   1448,    555,   1665
200112,    925,    920,   1432,    553,   1642
200201,    914,    912,   1416,    551,   1621
200202,    907,    905,   1401,    549,   1600
200203,    897,    899,   1387,    548,   1584
200204,    891,    889,   1368,    542,   1568
200205,    887,    885,   1348,    541,   1557
200206,    881,    879,   1329,    536,   1553
200207,    899,    873,   1369,    567,   1591
200208,    893,    867,   1342,    564,   1571
200209,    890,    863,   1325,    562,   1561
200210,    882,    854,   1305,    557,   1546
200211,    879,    846,   1289,    555,   1535
200212,    874,    841,   1269,    548,   1526
200301,    868,    833,   1252,    544,   1509
200302,    864,    828,   1236,    539,   1501
200303,    857,    822,   1205,    527,   1486
200304,    845,    818,   1191,    522,   1481
200305,    837,    815,   1177,    521,   1468
200306,    829,    813,   1162,    516,   1461
200307,    835,    825,   1178,    518,   1508
200308,    829,    821,   1162,    514,   1494
200309,    823,    818,   1151,    513,   1488
200310,    817,    814,   1138,    512,   1479
200311,    813,    812,   1125,    510,   1463
200312,    806,    806,   1115,    509,   1450
200401,    799,    803,   1108,    506,   1437
200402,    796,    800,   1100,    503,   1428
200403,    794,    795,   1086,    502,   1422
200404,    785,    793,   1081,    499,   1408
200405,    779,    789,   1077,    497,   1393
200406,    776,    786,   1068,    493,   1382
200407,    801,    793,   1124,    550,   1467
200408,    793,    791,   1114,    547,   1460
200409,    790,    787,   1113,    547,   1448
200410,    784,    784,   1104,    546,   1436
200411,    778,    781,   1094,    545,   1425
200412,    773,    776,   1087,    542,   1413
200501,    772,    769,   1083,    539,   1393
200502,    768,    767,   1077,    538,   1380
200503,    761,    759,   1074,    537,   1372
200504,    755,    755,   1067,    535,   1364
200505,    750,    751,   1057,    532,   1353
200506,    747,    748,   1044,    530,   1347
200507,    785,    788,   1113,    567,   1437
200508,    776,    783,   1099,    563,   1427
200509,    772,    780,   1090,    558,   1420
200510,    760,    774,   1082,    553,   1415
200511,    755,    773,   1070,    547,   1409
200512,    747,    767,   1064,    544,   1395
200601,    742,    765,   1051,    538,   1384
200602,    735,    762,   1036,    534,   1379
200603,    729,    762,   1028,    530,   1370
200604,    726,    757,   1021,    523,   1363
200605,    721,    754,   1011,    519,   1356
200606,    715,    751,   1004,    517,   1349
200607,    763,    792,   1046,    572,   1438
200608,    760,    789,   1037,    571,   1431
200609,    754,    786,   1033,    570,   1425
200610,    750,    781,   1021,    569,   1416
200611,    740,    780,   1016,    561,   1405
200612,    737,    773,   1004,    556,   1395
200701,    731,    768,    991,    549,   1381
200702,    727,    764,    981,    547,   1369
200703,    722,    760,    971,    545,   1363
200704,    719,    750,    961,    538,   1350
200705,    713,    746,    951,    537,   1342
200706,    707,    736,    943,    533,   1334
200707,    729,    783,   1008,    575,   1419
200708,    721,    780,    998,    569,   1404
200709,    716,    778,    986,    566,   1396
200710,    708,    775,    975,    562,   1380
200711,    698,    770,    965,    554,   1370
200712,    691,    765,    955,    551,   1358
200801,    689,    763,    947,    546,   1352
200802,    687,    757,    942,    542,   1339
200803,    684,    752,    935,    536,   1327
200804,    678,    747,    929,    529,   1316
200805,    671,    743,    919,    520,   1309
200806,    670,    741,    913,    517,   1299
200807,    690,    786,    957,    554,   1360
200808,    685,    781,    945,    549,   1355
200809,    680,    778,    932,    544,   1346
200810,    672,    776,    922,    537,   1334
200811,    664,    770,    913,    535,   1323
200812,    661,    766,    906,    527,   1313
200901,    655,    763,    902,    519,   1302
200902,    650,    759,    895,    514,   1294
200903,    647,    750,    889,    506,   1284
200904,    643,    742,    879,    503,   1274
200905,    641,    737,    875,    494,   1267
200906,    637,    735,    862,    487,   1261
200907,    642,    745,    866,    500,   1287
200908,    638,    742,    861,    496,   1280
200909,    635,    741,    860,    491,   1271
200910,    633,    738,    852,    486,   1263
200911,    627,    732,    843,    481,   1254
200912,    624,    729,    837,    476,   1244
201001,    621,    729,    830,    471,   1233
201002,    619,    726,    822,    468,   1225
201003,    613,    721,    819,    462,   1219
201004,    613,    718,    808,    462,   1208
201005,    610,    715,    805,    461,   1200
201006,    609,    712,    804,    459,   1192
201007,    627,    747,    836,    483,   1224
201008,    624,    745,    829,    480,   1222
201009,    622,    738,    824,    477,   1219
201010,    620,    737,    812,    472,   1211
201011,    617,    732,    805,    467,   1203
201012,    615,    723,    795,    460,   1191
201101,    613,    719,    790,    457,   1182
