,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
197512,-1.51,-0.44,-1.32,0.09,-1.25,-0.11,-3.04,-6.36,1.34,-0.26
197601,10.92,15.62,16.85,8.46,18.26,9.49,8.98,7.73,8.3,12.95
197602,-1.07,3.88,1.73,-3.11,1.16,3.57,4.68,-6.53,-3.52,3.13
197603,0.73,3.53,1.14,7.22,2.93,0.58,3.46,6.53,1.44,1.98
197604,-1.67,1.84,-1.42,2.15,-3.41,1.72,-4.67,-4.3,0.63,-1.55
197605,-2.15,-3.11,-1.23,5.51,0.49,-2.94,-5.77,-2.81,-1.46,-1.71
197606,3.62,4.22,3.7,5.09,8.2,3.58,1.52,3.67,4.25,5.4
197607,1.48,-1.06,-1.85,-0.62,-2.2,1.25,-2.33,-0.38,2.82,-0.05
197608,-0.31,-1.44,-1.68,-0.86,-0.83,4.74,2.89,2.17,2.96,-1.14
197609,1.55,4.49,1.08,5.91,2.9,1.59,0.43,3.62,4.08,0.9
197610,-1.62,-1.15,-3.27,-2.42,-4.5,1.29,-0.89,-3.74,-0.81,-0.43
197611,1.74,-0.71,-0.38,0.82,1.64,3.14,4.84,-9.71,3.14,2.08
197612,5.22,9.67,5.85,6.33,3.85,3.44,2.33,6.26,6.49,8.41
197701,-4.09,-4.2,-6.01,0.29,-3.87,0.11,-7.15,-8.84,0.84,-4.18
197702,-1.39,-3.49,-0.63,-3.01,-0.63,0.99,-1.83,-0.21,-3.4,-1.72
197703,-1.39,-3.34,-0.34,-2.08,-0.03,-1.03,-2.76,-1.79,0.19,-0.09
197704,0.53,3.16,0.58,2.53,-3.46,0.66,-3.43,-5.21,1.94,2.14
197705,-0.94,-0.49,-2.96,-0.41,-1.49,1.44,-2.76,-1.88,1.68,-0.86
197706,4.53,4.29,3.4,6.09,7.77,1.93,6.06,9.03,5.7,5.3
197707,1.22,-2.44,-3.62,-1.8,-0.16,-0.86,-0.18,-2.24,0.87,-0.39
197708,0.11,-0.85,-1.26,-5.77,0.5,-2.26,4.62,3.83,-3.23,-1.22
197709,0.25,1.55,-0.98,0.73,-1.78,3.48,-0.71,-0.89,2.01,-0.07
197710,-3.35,-4.46,-4.58,-3.55,-3.22,-5.05,-3.17,-1.75,-3.14,-4.45
197711,4.59,1.95,4.33,3.45,5.25,2.18,5.58,6.08,4.28,6.5
197712,0,-0.75,0.73,1.89,2.39,2.15,-1.25,0.62,-0.33,0.61
197801,-5.3,-6.86,-6.05,-6.93,-4.75,-4.16,-6.84,-1.92,-4.53,-5.32
197802,0.12,0.39,-2.62,-1.08,-3.45,4.13,-0.43,-3,-0.41,-0.15
197803,4.17,6.09,3.9,2.06,-0.61,2.62,2.86,4.17,2.47,5.45
197804,6.92,9.62,11.46,6.71,13.3,2.93,10.84,9.25,0.18,9.37
197805,4.22,0.2,4.12,0.89,1.67,-0.39,1.25,5.17,0.71,2.61
197806,-0.26,-2.81,-1.47,-3.74,-0.35,-1.53,-1.97,1.14,0.84,-0.33
197807,3.53,4.71,7.84,3.34,8.58,1.42,5.14,8.86,2.83,6.61
197808,4.14,2.98,3.94,5.09,6.01,3.55,5.71,0.99,0.46,6.37
197809,-0.38,-0.5,-2.1,4.77,-4.15,1.22,-2.66,-2.75,-0.24,-1.27
197810,-11.58,-11.17,-11.33,-10.61,-10.83,-4.47,-14.14,-12.84,-7.07,-14.09
197811,2.14,0.73,2.86,6.17,5.09,2.99,2.59,5.19,3,2.52
197812,1.7,-0.61,1.44,2.81,6.42,0.09,-0.6,3.41,-1.23,1.29
197901,4.2,5.08,6.53,3.12,4.3,3.66,5.75,1.42,6.36,6.09
197902,-3.51,-3.59,-4.49,0.63,-3.32,-0.63,-4.42,-4.52,-1.63,-3.25
197903,4.13,6.61,7.35,9.36,7.61,0.16,6.15,5.04,2.33,8.17
197904,0.2,2.95,-0.46,4.33,0.32,-2.15,0.87,0.43,-2.74,1.51
197905,-1.77,-0.71,-2.29,-2.43,-1.96,0.1,-2.43,-2.64,1.43,-0.31
197906,3.31,3.01,3.5,9.26,0.5,1.92,2.86,4.83,4.97,7.03
197907,2.03,2.06,2.03,1.58,-1.51,-0.11,1.18,0.15,2.08,3.32
197908,7.55,4.7,7.72,7.89,5.93,1.53,8.89,8.56,2.04,5.82
197909,-1.87,0.42,-0.72,5.92,-1.75,-2.39,-0.76,-0.55,-2.17,-0.69
197910,-7.66,-9.4,-8.84,-2.55,-7.73,-5.05,-8.9,-4.34,-5.8,-10.17
197911,5.14,-2.2,4.73,8.9,8.16,4.02,3.84,8.77,7.74,7.03
197912,3.38,3.37,4.46,2.48,1.8,-1.53,3.07,2.08,-0.99,4.19
198001,3.12,9.09,7.07,14.22,7.36,-2.06,1.31,-1.29,1.56,5.54
198002,-4.85,-6.3,-2.5,12.94,-3.55,-1.48,-4.85,-4.63,-3.39,-3.39
198003,-8.13,-8.79,-11.76,-17.89,-12.66,-2.62,-8.64,-2.82,-6.59,-12.27
198004,6.49,-1.77,3.21,6.86,0.72,7.32,3.36,4.29,12,6.06
198005,7.94,4.33,6.23,4.09,4.82,5,10.73,6.96,4.59,8.12
198006,2.99,2.79,2.34,5.83,3.03,-0.58,2.41,0.22,4.54,5.1
198007,7.76,11.74,10.84,2.01,15.48,1,10.83,8.88,-0.1,6.9
198008,1.43,1.49,1.58,3.66,3.66,6.3,1.86,0.27,-1.17,2.73
198009,0.27,0.98,2.85,6.52,1.99,-1.61,1.28,3.62,0.15,3.81
198010,0.29,-1.72,0.43,7.74,1.97,-3.25,-1.15,-1.24,1.94,1.64
198011,0.91,4.92,8.4,24.29,9.84,0,2.6,8.86,7.38,7.71
198012,1.01,-1.09,-2.07,-10.59,-1.17,0.83,-1.37,4.59,-1.95,0.02
198101,2.01,-2.24,-1.96,-10.15,-8.09,5.54,0.47,-1.61,-2.57,-3.23
198102,2.48,6.44,4.36,-0.44,0.47,2.15,2.7,1.85,-1.27,1.71
198103,6.92,6.99,5.97,-2.26,4.99,1.17,12.72,5.9,2.98,8.42
198104,1.16,1.88,-0.94,-7.54,0.17,6.21,3.1,3.03,-2.68,0.87
198105,2.66,2.86,-0.37,-3.87,4.23,7.14,2.82,3.44,1.82,2.84
198106,-0.21,-4.28,-1.31,4.7,-6.72,-1.92,-1.42,-5.58,3.44,-1.38
198107,-0.64,-2.91,-2.87,7.93,-3.79,0.37,-3.4,-3.9,2.8,-2.71
198108,-5.07,-7.9,-6.89,-6.28,-7.3,-0.81,-5.6,-7.73,-0.83,-5.52
198109,-2.18,-2.97,-7.15,-12.28,-3.9,2.84,-3.64,-1.28,-5.53,-5.44
198110,7.41,-4.15,3.68,9.92,5.21,6.02,6.77,7.95,4.88,7.16
198111,2.65,4.85,4.52,6.9,1.5,2.7,1.07,3.92,5.92,5.05
198112,-1.81,0.48,-1.66,-6.54,-0.03,-1.45,-1.94,-0.73,-2.33,-3.79
198201,-0.92,1.17,-3.31,-8.46,2.73,0.68,0.12,1.43,-0.67,-3.23
198202,-1.97,-2.04,-5.62,-11.09,-5.3,-5.68,-1.36,-1.8,-0.36,-3.89
198203,2.45,3.49,-1.78,-3.65,-3.59,2.05,4.22,-2.55,1.66,-1.31
198204,6.67,4.44,3.24,4.34,7.44,-0.18,5.41,7.39,3.84,3.71
198205,-3.26,-1.93,-4.71,2.31,-5.41,-1.02,-2.72,-3.03,-0.52,-5.47
198206,1.67,2.65,-2.58,-6.25,-2.38,-2.45,2.67,-0.75,-2.21,-2.42
198207,-0.46,-0.33,-2.32,-7.91,1.52,1.2,0.21,0.79,-2.57,-3.03
198208,9.17,13.74,13.97,9.69,12.79,10.84,12.58,12.37,12,11.36
198209,5.25,-0.73,-1.08,1.77,1.17,0.99,4.75,1.36,1.06,4.18
198210,10.58,16.55,13.06,5.58,16.98,8.12,16.87,8.2,4.73,15.74
198211,5.17,8.24,5.79,-4.4,10.68,5.95,11.18,5.2,0.16,7.64
198212,0.97,3.03,0.73,5.54,2.65,-1.23,-2.09,0.58,4.32,-1.34
198301,-1.01,5.17,5.02,3.62,8.38,12.44,1.29,1.42,3.67,2.8
198302,3.8,3.63,4.1,-0.59,3.59,-0.36,7.9,2.84,1.59,4.56
198303,7.47,-1.14,2.1,5.97,0.67,0.64,8.51,4.52,0.27,4.96
198304,6.19,10.88,6.33,9.38,7.49,5.14,8.57,5.05,4.76,8.31
198305,-0.95,-2.07,1.99,1.35,2.82,-1.31,0.48,-2.73,2.6,2.43
198306,3,10.41,1.59,6.41,6.13,0.17,6.11,6.91,-0.54,1.68
198307,-2.65,-3.9,-2.58,-2.26,-5.36,-5.17,-3.27,-5.68,1.03,-3.66
198308,0.71,-2.38,0.62,6.83,-1.1,2.2,-4.73,-1.01,1.52,-0.82
198309,4.66,4.39,2.26,-4.63,2.15,2.26,2.18,1.3,4.66,1.58
198310,-0.21,0.04,-2.29,-2.05,-6.94,-5.2,-1.76,-2.18,3.07,-4.06
198311,2.3,4.23,6.46,-0.43,2.34,3.17,4.46,-3.01,-1.61,4.71
198312,-0.48,0.92,-1.12,2.1,0.36,-1.54,-4.71,-3.58,-3.69,-0.87
198401,-0.7,-5.38,-3.5,10.11,-6.2,4.09,-5.88,-0.62,1.45,-1.64
198402,-5.72,-6.09,-6.6,3.87,-5.93,-3.68,-4.45,-2.02,-3.33,-4.92
198403,1.62,0.35,3.29,0.26,1.79,-4.24,1.21,-0.67,-0.29,2.44
198404,0.57,1.32,-0.13,3.98,-0.43,2.18,0.31,2.32,-0.48,-2.04
198405,-2.41,-5.77,-5.78,-5.04,-5.56,-3.5,-5.16,-6.45,-0.8,-6.87
198406,6.33,2.11,3.19,-2.18,1.76,12.28,7.42,3.86,0.45,2.22
198407,-1.61,2.53,-1.47,-7.46,-2.45,2.81,0.12,-3.76,-0.01,-1.82
198408,8.71,10.01,11.89,13.97,13.95,6.72,9.87,10.43,7.76,11.18
198409,1.26,-0.2,-2.55,2.24,-3.99,2.9,0.09,-4.42,4.82,2.19
198410,1.38,2.15,0.57,-4.47,-0.5,-0.81,-0.74,1.65,3.34,0.73
198411,0.38,-3.02,-1.34,-1.02,-3.83,-0.24,-2.92,-0.08,3.06,-0.3
198412,2.5,4.61,2.15,-0.54,2.54,5.1,0.77,2.74,2.63,3.73
198501,4.9,9.84,8.47,6.54,12.6,5.85,13.19,8.31,2.39,9.82
198502,5.08,-1.57,1.34,3.87,-1.33,2.69,2.1,3.59,1.38,2.13
198503,4.63,-5.26,-2.78,1.45,-6.02,5.47,-0.61,3.07,6.1,-0.16
198504,-2.12,-3.45,-1.49,3.81,-3.64,0.9,0.09,-1.76,1.61,1.42
198505,8,5.93,6.09,0.75,2.83,6.63,9.62,9.45,5.45,6.33
198506,2.76,1.5,1.5,-0.76,-0.71,4.09,1.61,2.29,3.63,2.97
198507,-2.62,2.39,3.41,-0.59,4.41,-4.55,-3.98,-0.47,-4.7,-0.18
198508,0.74,-2.64,-1.14,1.55,-2.54,0.54,-0.61,-0.82,1.91,-0.49
198509,-0.64,-3.28,-3.98,-1.3,-4.73,-4.18,-4.34,-3.92,-5.35,-4.96
198510,3.6,0.85,3.28,5.95,3.02,4.08,6.86,3.18,6.32,6.4
198511,8.56,9.94,7.94,0.34,8.64,7.42,7.99,9.74,4.24,7.43
198512,5.45,7.18,4.51,-2.75,8.27,6.15,4.55,3.52,4.85,4.49
198601,1.79,2.15,1.61,-6.76,-0.29,-3.97,1.64,1.06,3.78,3.56
198602,10.82,10.9,10.22,0.8,4.97,7.4,7.81,6.13,6.57,8.38
198603,8.11,7.86,6.02,0.95,-0.08,3.85,8.57,12.05,3.96,5.77
198604,0.42,-3.51,-1.74,0.76,3.93,2.44,0.4,0.7,-3.97,-2.62
198605,8.88,3.15,4.4,7.33,0.95,4.85,9.85,7.29,3.63,4.66
198606,6.3,-1.29,-0.03,-2.05,-3.98,5.38,3.84,5.64,5.04,1.5
198607,-5.74,-9.09,-7.51,-5.11,-8.34,-3,-9.54,-5.35,5.15,-6.45
198608,2.58,7.49,6.45,16.64,6.99,6.83,1.67,4,7.9,6.84
198609,-10.84,-8.15,-6.54,-0.88,-7.09,-9.42,-8.44,-12.59,-9.09,-8.87
198610,8.9,6.47,6.54,1.91,0.58,4.63,7.36,7.99,5.25,4.22
198611,0.72,4.85,2.49,3.23,3.55,3.98,1.76,1.35,0.55,-0.68
198612,-3.22,-2.22,-1.97,-0.45,-3.67,-3.7,-6.25,-1.23,-3.29,-2.53
198701,14.56,18.71,14.45,14.16,16.53,5.3,11.8,13.16,9.3,11.1
198702,5.61,3.46,4.82,-1.72,9.43,0.03,9.8,11.26,-2.14,4.68
198703,1.14,4.65,3.48,11.82,2.62,1.4,1.7,0.15,-1.67,-0.33
198704,-3.68,4.04,-1.62,0.12,4.39,-2.45,-2.7,-2.45,-4.33,-4.11
198705,2.64,-1.49,0.34,3.06,0.3,3.34,-0.06,1.25,-1.84,-0.03
198706,6.78,2.88,5.18,6,-0.03,7.04,6.26,4.78,3.4,4.64
198707,5.73,6.98,7.1,3.19,1,5.84,5.74,5.78,-1.67,3.59
198708,3.68,5.69,2.85,1.92,7.45,5.15,3.34,2.21,3.7,4.33
198709,-2.82,-3.97,0.29,-3.86,-2.69,3.3,-6.38,-2.57,-2.31,-1.8
198710,-21.02,-26.92,-27.34,-18.45,-25.92,-12.26,-28.07,-20.45,-6.92,-23.68
198711,-8.03,-8.51,-5.17,-10.56,-9.83,-8.89,-8.46,-9.3,-2.51,-6.6
198712,7.57,8.6,10.86,6.76,11.93,3.92,8.54,5.36,0.55,5.39
198801,3.02,4.43,0.28,8.42,-2.49,9.98,5.61,6.37,9.77,6.33
198802,6.04,6.28,7.73,3.58,7.45,1.24,10.26,4.19,-1.42,4.32
198803,-1.53,-4.2,-1.34,2.62,-4.68,-3.97,-1.13,-2.56,-3.18,-1.34
198804,-0.15,2.93,1.61,4.62,2.62,0.72,1.6,-2,-0.29,-0.36
198805,-0.29,1.24,-0.42,-0.42,-1.33,2.34,-1.41,-0.25,3.58,0.94
198806,3.4,8.27,7.59,-2.08,9.45,2.89,6.56,2.67,3.22,6.03
198807,1.67,-0.84,-2.34,3.59,-5.11,0.16,-0.83,0.55,-0.22,-0.61
198808,-0.15,-6.66,-4.43,-1.48,-8.2,-2.9,-2.61,-1.06,-0.12,-0.88
198809,6.54,3.91,3.43,-2.48,2.84,7.06,8.29,3.8,2.67,4.13
198810,8.07,3.35,0.74,1.89,-0.02,2.96,1.6,1.2,2.52,0.01
198811,-1.16,-0.96,-2.17,-0.3,-3.15,0.05,-2.77,-2.15,-0.48,-2.17
198812,3.52,0.3,3.13,1.84,4.88,1.25,1.58,1.81,1.04,0.91
198901,5.65,7.6,7.5,6.26,7.12,8.34,6.27,6.79,2.74,6.84
198902,-1.44,-2.96,-2.1,-1.29,-3.76,-1.37,-1.85,-1.16,-1.82,-0.48
198903,5.52,-1.35,1.19,3.89,-5.5,5.21,2.76,4.93,0.54,3.54
198904,5.67,0.49,5.38,2.49,5.17,9.68,5.54,5.42,3.94,4.61
198905,5.32,2.31,3.62,2.67,2.47,5.88,5.34,3.41,5.37,4.24
198906,1.5,1.3,-2.68,-1.01,-3.29,0.19,-2.16,-2.75,3.38,0.79
198907,11.97,5.23,7.62,3.78,2.96,9.09,9.16,13.9,5.8,8.16
198908,-1.97,5.17,4.38,3.52,2.52,0.8,2.58,0.39,-0.8,3.22
198909,-0.58,-4.5,-2.59,1.35,-2.68,4.03,-2.33,2.42,0.48,1.39
198910,-2.45,-5.71,-4.38,0.75,-4.43,-1.96,-4.04,0.38,1,-4.87
198911,1.68,-1.09,3.07,3.98,-1.79,2.11,1.25,4.57,3.23,-0.08
198912,1.38,-1.45,2.98,6.01,-1.12,5.84,1.18,1.04,4.79,-1.6
199001,-9.47,-3.87,-6.34,-4.29,-1.29,-13.03,-6.38,-7.31,-5.34,-9
199002,-0.54,5.04,2.55,3.11,4.11,-0.26,1.91,-2.08,0.21,2.51
199003,4.64,2.88,3.9,-0.57,4.46,4.25,5.13,3.84,-0.75,-0.38
199004,-0.18,-4.06,-2.76,-3.56,-2.02,-3.27,-2.06,0.3,-5.5,-3.42
199005,9.07,7.72,8.08,6.02,12.58,9.2,11.58,12.8,5.43,9.17
199006,2.08,-2.19,-0.59,-2.04,-1.17,-4.73,1.54,4.42,0.75,-1.72
199007,-0.81,-3.43,0.17,8.28,-7.35,-4.41,-4.11,2.58,0.89,-3.57
199008,-7.36,-14.27,-12.06,-1.28,-12,-10.43,-12.07,-6.78,-6.62,-11.32
199009,-4.07,-10.57,-8,-1.61,-6.64,1.81,-8.73,-4.37,0.48,-10.07
199010,2.5,-3.25,-1.84,-4.02,-3.4,3.01,-3.04,1.41,7.23,-6.43
199011,6.56,4.13,7.38,1.63,11.27,2.11,10.42,9.49,2.29,10.65
199012,4.39,-0.42,4.88,-2.02,4.12,1.5,3.36,2.79,0.78,5.5
199101,5.12,7.32,6.37,-2.05,15.02,0.02,9.3,4.55,-1.37,7.47
199102,10.3,10.24,5.87,8.55,6.61,3.25,8.33,9.9,4.84,9.74
199103,4.8,1.18,1.37,1.3,1.3,2.14,8.61,5.44,1.71,3.07
199104,-1,-2.29,0.54,2.46,-2.88,1.13,1.99,-1.14,-0.04,1.34
199105,3.6,14.75,7.55,-1.4,3.52,-1.47,7.72,4.7,0.15,4.99
199106,-4.94,-4.47,-4.27,-3.64,-8.78,-1.5,-4.29,-4.21,-2.37,-5.24
199107,5.76,-0.44,3.12,5.03,4.66,3.11,5.31,8.51,3.99,4.73
199108,5.47,-2.16,1.86,1.62,2.84,0.67,3.6,2.94,3.51,3.19
199109,-3.24,-2.66,-2.33,-0.68,-1.34,0.37,-3.18,-0.33,3.71,-0.65
199110,-0.55,-2.01,1.46,2.05,2,1.9,-1.95,6.53,1.25,2.27
199111,-0.42,-7.99,-5.55,-7.69,-4.39,-4.75,-1.17,-2.52,1.89,-5.41
199112,14.73,7.61,11.57,2.11,9.16,9.92,13.03,16.61,4.99,12.75
199201,-3.1,10.5,2.32,-4.12,6.7,-2.87,0.27,-5.45,-4.57,2
199202,1.05,12.32,2.19,-0.53,3.86,-1.45,2.63,-2.73,-1.24,3.08
199203,-1.51,0.8,-1.16,-2.75,-5.18,-0.83,-1.38,-5.53,-0.53,-2.16
199204,0.75,7.92,3.04,9.45,-1.03,7.04,-3.5,-2.3,2.69,0.58
199205,1.31,-1.92,-0.62,3.18,0.02,-2.46,0.24,1.11,2.54,1.48
199206,-2.8,2.18,-3.25,-3.5,-4.16,1.32,-1.89,-4.78,0.54,-0.05
199207,4.67,0.28,2.93,5.31,2.96,5.44,3.79,5.8,6.72,3.11
199208,0.87,-9.6,-3.52,2.59,-4.52,-0.97,-0.54,-3.36,-0.47,-3.47
199209,1.06,0.09,1.79,0.13,3.4,1.91,4.1,-4.98,0.83,3.43
199210,-0.82,-0.01,0.94,-3.47,2.12,-0.54,4.38,3.34,-0.43,2.97
199211,3.62,8.56,3.93,-2.69,6.37,3.88,7.09,4.84,-0.23,6.12
199212,0.05,3.36,1.4,1.92,0.01,5.65,0.65,-1.35,2.7,3.82
199301,-0.8,9.59,0.13,2.77,4.86,1.33,0.07,-6.86,2.45,3.37
199302,-2.14,-0.29,1.73,5.99,-0.33,5.71,-1.47,-9,6.22,0.37
199303,0,5.4,2.18,4.11,2.23,3.27,2.77,0.73,1.76,3.79
199304,-9.32,2.43,0.04,1.14,-3.75,-2.87,-8.14,1.29,-0.15,-3.27
199305,2.67,1.08,2.34,1.77,8.81,4.16,5.92,3.59,-0.04,1.64
199306,-0.69,3.45,-0.26,-1.16,-0.41,4.64,-2.86,-2.96,3.18,2.29
199307,-2.36,1.51,-0.09,0.48,-3.87,2.14,0.73,-5.99,1.94,2.06
199308,4.29,0.46,3.46,4.23,6.45,5.24,3.93,3.02,3.69,3.46
199309,-1.83,1.01,-1.89,1.36,1.32,-0.49,-0.35,0.86,-0.64,1.79
199310,6.06,7.7,3.09,-1.95,1.62,2.41,4.77,5.92,-1.96,-2.36
199311,0.68,0.68,1.33,-5.97,-0.05,-5.95,0.58,0.97,-5.52,-2.83
199312,1.47,4.44,3.75,0.61,2.97,-0.53,-1.86,2.33,1.61,2.53
199401,-0.42,7.16,4.86,4.89,4.69,2.16,1.11,1.81,-1.21,4.37
199402,-1.27,-4.43,-0.66,-2.94,1.63,-5.5,1.88,-5.6,-4.97,-3.87
199403,-4.02,-6.47,-4.44,-3.59,-3.91,-3.61,-4.85,-6.74,-3.92,-4.23
199404,1.23,-0.59,0.07,4.2,-1.6,1.57,0.23,2.27,2.13,1.35
199405,-1.35,-2.65,2.03,0.92,2,1.63,-1.83,4.28,-5.35,3.04
199406,-1.89,-3.42,-2.6,-2.7,-5.24,0.62,-2.63,-3.43,-3.12,-2.56
199407,2.95,3.56,4.59,3.24,3.84,3.1,0.97,1.1,5.16,2.7
199408,6.08,-0.09,4.72,-0.1,9.3,1.08,4.47,10.85,0.66,3.51
199409,-0.33,-5.08,-1.67,-2.1,-0.42,-1.23,-2.34,1.72,-2.77,-4.25
199410,2.19,-1.74,0.6,7.4,7.29,-0.12,1.31,0.88,1.57,0.05
199411,-1.67,-5.06,-5.45,-4.85,-2.11,-5.44,-3.42,0.44,0.27,-5.17
199412,1.33,3.88,4.01,-1.01,2.45,0.88,-2.77,0.57,0.35,1.41
199501,1.81,-5.77,-0.4,0.37,-0.81,4.16,1.56,6.18,6.21,4.71
199502,2.98,5.13,5.6,4.48,6.75,1.51,2.67,2.26,0.82,4.85
199503,2.75,1.43,3.49,5.28,4.55,0.25,3.62,2.8,-1.75,1.9
199504,1.9,1.45,2.94,2.24,8.26,1.62,-1.71,3,2.38,1.77
199505,4.78,4.78,3.18,4.09,3.03,0.93,2.65,1.63,6.02,4.49
199506,1.68,0.75,2.11,-3.08,9.89,3.89,4.93,4.5,-0.45,2.21
199507,1.16,2.64,3.57,2.3,7.9,5.04,3.58,5.52,-0.37,4.76
199508,0.65,0.76,-0.21,-1.58,-0.06,4.4,-2.72,1.04,0.99,3.73
199509,6.74,-0.52,2.15,1.3,1.38,5.77,2.87,7.37,6.27,4.5
199510,0.56,-4.79,-2.64,-0.28,1.39,0.15,-5.49,1.04,1.48,-2.04
199511,4.52,5.42,6.46,4.77,-0.65,2.8,6.16,4.99,1.58,6.12
199512,1.52,3.16,1.42,5.81,-4.32,4.13,-0.83,5.92,5.09,1.06
199601,2.62,3.51,3.29,-0.41,1.84,2.31,-0.3,6.02,1.86,3.54
199602,3.22,2,0.94,1.04,6.45,-2.5,4.41,-1.1,-2.65,2.15
199603,-0.84,4.33,3.42,5.01,-3.41,-2.01,5.99,0.24,-0.51,1.8
199604,0.15,3.53,1.71,3.44,10.09,2.86,4.26,-0.61,-2.66,0.25
199605,6.55,2.24,2.3,0.45,3.95,-0.02,4.4,3.89,1.32,1.51
199606,3.18,-4.93,-0.44,0.97,-4.94,0.55,-1.71,-0.24,5.25,-0.25
199607,-4.07,-4.5,-4,-4.64,-7.42,-8.49,-7.56,-6.28,-5.81,-4.26
199608,-0.8,3.07,3.25,2.94,4.39,-1.33,5.94,4.32,2.89,3.9
199609,3.73,1.26,6.07,4.04,10.64,1.77,3.66,7.36,0.68,5.15
199610,1.58,3.74,1.6,5.97,-1.92,-0.46,-2.24,-0.85,3.6,3.95
199611,5.13,5.87,6.06,5.53,11.91,5.49,3.18,6.61,2.61,7.48
199612,0.5,-2.41,-0.4,0.8,-2.7,2.9,-3.52,-2.59,0.13,-1.83
199701,5.74,2.84,4.19,4.38,9.35,2.33,0.15,9.54,0.92,6.05
199702,4.13,0.56,0.7,-5.74,-7.4,2.57,3,0.93,-0.57,2.6
199703,-5.23,-3.23,-3.65,5.27,-5.67,-7.85,-1.33,-7.48,-2.78,-5.83
199704,5.31,3.9,5.4,0.05,7.65,2.57,2.27,6.11,-1.39,5.07
199705,5.93,6.27,7.82,7.32,10.19,6.56,5.95,6.99,3.79,6.14
199706,3.57,3.47,5.2,1.31,1.43,3.46,5.07,8.88,3.06,5.25
199707,3.34,7.42,7.21,7.45,15.98,2.46,7.82,2.1,2.81,9.28
199708,-6.39,1.28,-5.52,0.32,-1.37,-2.74,-2.55,-6.11,-1.16,-4.78
199709,5.53,5.31,3.35,6.3,3.46,9.7,5.22,6.62,4.64,8.04
199710,-3.14,-3.28,-5.88,-2.01,-8.29,2.89,-2.12,0.1,0.93,-2.76
199711,6.5,-1.59,4.23,-3.57,1.45,10.69,5.43,2.82,7.14,2.97
199712,3.77,3.97,-0.15,-1.45,-4.22,4.22,-0.25,3.53,7.94,5.14
199801,-2.74,0.5,0.7,-5.75,5.28,5.04,0.9,5.68,-4.4,-1.93
199802,4.96,12.27,7.14,6.84,10.35,2.41,10.36,5.51,2.63,8.25
199803,5.9,6.15,4.83,4.78,1.32,10.11,6.54,3.57,6.75,5.96
199804,-3.24,0.92,1.23,3.78,5.15,-3.2,-0.52,1.91,-2.52,1.96
199805,1.1,7.07,-2.46,-4.24,-7.01,-1.79,2.18,-2.5,-0.88,-3.07
199806,4.18,1.67,-0.6,-1.36,8.74,3.02,4.97,6.17,2.81,3.22
199807,-4.14,-1.24,-5.69,-6.73,0.45,3.93,-2.96,-0.26,-5.4,-1.86
199808,-13.1,-18.79,-14.31,-10.41,-17.65,-11.8,-14.24,-12.35,1.96,-21.46
199809,1.25,1.03,0.55,13.04,15.16,10.16,1.47,12.04,8.15,2.78
199810,10.99,11.04,11.29,1.25,6.27,6.86,10.7,3.87,-1.78,9.02
199811,6.42,5.32,3.61,0.42,11.67,3.61,9.49,6.19,1.34,6.11
199812,0.33,3.89,2.36,-1.2,15.2,14.35,9.23,5,2.86,3.45
199901,-3.48,5.2,0.52,-5.57,15.1,8.95,2.24,0.22,-6.24,0.95
199902,-3.98,-4.61,-2.03,-3.17,-11.48,-2.89,-1.37,0.18,-3.62,0.02
199903,-2.02,-0.25,4.76,15.41,8.41,-0.96,2.69,2.52,-1.64,2.44
199904,3.92,9.73,9.38,15.84,2.27,7.74,0.44,-5.53,7.35,6.69
199905,1.36,-4.61,-3.22,-3.1,-0.76,1.03,-3.07,-2.03,6.72,-3.91
199906,0.27,0.93,4.49,-1.41,11.62,5.82,8.16,4.49,-4.48,3.01
199907,-2.45,-5.86,-1.2,1.73,-1.71,-1.89,-5.03,-4.43,-0.44,-5.95
199908,-4.59,0.65,-0.53,1.82,5.5,-7.97,-5.94,3.71,0.55,-5.08
199909,-6.83,-8.45,-3.1,-4.02,-0.17,4.08,1.34,-7.07,-4.33,-4.52
199910,6.6,4.35,5.81,-1.49,3.01,8.77,3.18,10.77,2.21,11.54
199911,-1.1,-2.1,-1,3.82,12.71,4.43,4.17,1.51,-7.39,-2.48
199912,-2.63,2.67,10.33,0.84,20.77,2.93,6.68,-5.65,-2.28,1.37
200001,-4.72,-1.27,-8.69,1.24,-5.25,-3.54,-11.11,7.59,6.03,-4.77
200002,-6.27,-8.27,-3.85,-5.41,18,-4.1,-3.93,-2.75,-7.16,-7.38
200003,7.42,10.62,7.49,11.69,4.19,7.67,13.34,0.16,5.94,14.39
200004,-1.95,8.83,1.42,-1.99,-10.5,-7.62,-4.46,5.26,7.48,-2.85
200005,7.08,-12.51,-1.69,9.38,-10.76,-10.76,-2.84,3.96,3.97,3.36
200006,2.2,-9.03,-1.23,-5.05,12.61,4.04,-2.23,11.55,-4.72,-3.11
200007,0.72,4.86,-1.48,-2.58,-5.18,-7.46,-1.23,-6.47,4.21,5.34
200008,-2.08,5.36,7.38,8.74,12.68,-1.39,-2.39,3.46,11.76,9.24
200009,3.71,-4.31,-5.69,4.51,-14.82,-3.35,2.66,3.71,9.16,0.25
200010,7.74,2.47,3.51,-2.9,-7.48,-0.24,-1.83,2.08,-1.81,-1.29
