This file was created by CMPT_IND_RETS using the 202403 CRSP database.
It contains value- and equal-weighted returns for 17 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
201607,   8.63,  13.69,  -2.58,   6.32,   9.92,   8.46,   7.13,   5.81,  13.22,   8.52,   7.70,   9.38,   7.39,  -0.64,   4.47,   4.39,   5.79
201608,   0.66,  -5.34,   8.18,  -1.02,   6.87,   6.65,  -0.46,   1.86,  -1.87,  -0.96,   3.87,   5.31,  -0.76,  -3.59,   0.01,   4.51,   1.31
201609,  -2.55,   2.32,   5.00,  -2.77,   5.40,   0.30,   3.53,  -1.13,   4.03,   2.53,   2.63,   3.43,   1.03,   1.55,  -3.06,   0.74,   3.97
201610,  -1.80,  -6.20,  -8.55,  -6.92,  -6.07,  -1.69, -12.35,  -6.23,  -2.54,  -3.10,  -5.43,  -3.63,  -4.38,   0.14,  -2.79,  -0.82,  -8.04
201611,   0.76,  13.44,  17.47,   6.11,   4.13,  12.22,   3.70,  13.75,  25.11,  11.30,   9.49,  11.81,  18.82,   1.70,   8.51,  13.04,   6.11
201612,   4.31,   1.60,   2.98,  -0.65,  -1.19,  -0.77,  -1.18,   3.94,  -0.02,   0.29,   1.27,   2.41,   2.74,   4.21,   0.56,   6.81,  -0.08
201701,  -0.41,  10.71,   1.03,  -1.58,  -1.45,   0.27,   4.41,   2.58,   6.43,   3.70,   3.81,  -2.34,   1.45,   0.23,  -4.88,  -0.33,   3.15
201702,   0.91,  -5.59,  -6.77,   3.58,  -0.84,   1.84,   5.69,   0.19,   1.21,  -1.37,   2.99,  -0.30,   1.15,   3.37,  -1.93,   2.59,   2.62
201703,   2.28,  -4.11,  -5.35,  -0.10,  -1.09,   3.26,   3.51,   2.87,  -4.39,  -0.13,   2.19,  -0.12,  -4.45,   1.66,   1.08,  -1.18,   1.57
201704,   0.74,  -5.14,  -6.70,  -0.78,   5.29,   0.66,  -1.64,   1.47,  -0.86,   3.23,   0.54,   3.04,   1.03,   1.11,   1.80,   0.54,   0.20
201705,  -1.07,  -4.02,  -7.18,   0.59,  -2.20,  -3.56,  -2.01,  -5.12,  -5.96,   0.24,   1.10,   1.27,  -3.09,   1.49,  -4.53,  -2.61,  -2.10
201706,  -1.72,   2.60,  -0.48,   6.41,   3.63,   0.30,   4.66,   6.27,   5.01,   0.04,   0.25,   2.93,   4.93,  -0.95,  -1.13,   5.21,   5.62
201707,   0.06,   1.74,   1.78,  -0.11,  -1.63,  -0.31,  -0.95,  -1.09,  -0.71,  -2.00,   2.74,  -1.29,  -1.12,   3.17,  -3.36,   0.46,  -1.14
201708,  -2.70,  -0.33,  -8.65,  -0.74,  -4.27,  -6.30,  -2.59,  -2.15,  -0.10,  -2.23,  -3.29,  -1.82,   2.91,   1.25,  -4.98,  -2.38,   0.15
201709,   3.12,   3.14,  14.42,   4.28,   9.08,   8.48,   6.84,   9.64,   6.52,   9.07,   7.71,  10.86,  10.14,  -0.71,   6.16,   7.10,   6.79
201710,  -1.15,  -6.45,  -3.16,  -0.09,  -2.37,   3.48,  -1.73,   4.69,  -0.52,  -1.47,   2.37,   2.76,   0.08,   2.95,  -5.25,   1.10,  -0.49
201711,   4.35,   2.04,   4.08,   6.03,   2.94,   1.07,   5.74,   7.46,  -0.45,   0.42,   1.98,   6.74,   4.31,   2.77,  10.54,   3.35,   2.35
201712,   5.19,   7.07,   7.56,   4.76,   0.20,  -0.86,   3.62,   1.81,   9.38,  -0.61,   0.70,  -3.73,  -0.66,  -5.02,   4.15,  -0.65,   1.01
201801,   0.82,   1.96,   1.33,   4.15,  -0.91,  -0.69,   5.11,  -0.97,   3.10,   0.97,   2.97,   3.31,   2.45,  -3.82,   0.19,   2.42,   5.21
201802,  -4.65,  -8.74, -10.92,  -3.25,  -2.91,  -5.41,  -2.69,  -9.04,  -2.02,  -5.19,  -4.27,  -6.43,  -5.95,  -5.18,  -2.92,  -2.64,  -3.30
201803,  -1.54,  -5.22,   1.98,   4.39,  -0.54,   2.53,  -2.08,   2.27,  -1.43,   5.50,   1.74,  -2.03,  -0.01,   5.13,   0.74,   1.71,   0.47
201804,   0.52,   5.47,  10.43,   0.38,   3.58,  -0.82,  -2.33,  -1.04,   5.77,  -0.40,  -2.04,  -4.55,   0.62,   3.47,   3.93,   0.84,   0.46
201805,   2.35,   4.22,   6.29,   3.99,   8.36,   4.28,   2.98,   5.34,   6.57,  12.20,   6.29,   4.75,   6.68,   1.77,   2.86,   2.88,   6.06
201806,   5.29,  -3.44,   8.09,  11.28,   3.05,  -0.03,  -2.46,  -0.24,  -0.04,  -2.29,   0.13,  -2.53,   0.57,   1.95,   6.45,  -0.24,   0.24
201807,  -0.52,  -2.76,  -2.00,   0.15,  -0.15,   1.96,  -1.99,  -0.25,   6.32,   7.13,   2.10,   0.57,   3.31,   1.36,  -1.50,   1.21,  -0.22
201808,   1.91,  -7.92,  -5.15,   3.13,   4.47,  -2.39,   3.12,  -0.68,  -0.06,   2.47,   4.23,   1.99,   1.32,   0.90,   7.47,   1.98,   6.03
201809,   0.77,  -3.22,   0.72,  -2.35,  -2.58,  -3.07,  -3.18,  -4.93,   2.06,   1.72,  -3.59,  -4.36,   1.59,  -0.08,  -2.79,  -2.41,  -0.82
201810,  -2.42,  -7.75, -16.13,  -7.94, -10.73, -12.19, -10.35, -14.00, -14.78, -11.23, -11.63, -13.00, -11.86,  -1.55,  -7.95,  -7.55, -11.64
201811,   0.53,  -6.41, -12.03,   1.92,  -0.34,  -0.42,   0.39,   0.80,  -0.70,   0.95,   1.26,  -1.86,   0.10,   4.34,  -3.04,   1.50,  -0.38
201812, -12.19, -10.31, -23.05, -12.57, -13.72, -12.14, -17.22, -13.31, -13.62,  -8.43, -11.61, -12.59, -17.93,  -4.67, -14.22, -10.64, -13.48
201901,  11.70,  15.38,  18.47,   9.47,  12.33,  18.91,  17.35,  16.38,  13.83,   6.03,  15.81,  18.24,  14.16,   4.97,  11.79,   8.85,  15.75
201902,   1.59,   0.73,   1.67,   7.52,   6.44,   3.98,   6.13,   4.40,   5.89,   6.23,   6.37,   7.23,   3.34,   3.26,   4.50,   5.43,   5.78
201903,   0.39,   3.60,   1.58,  -1.66,  -1.70,  -6.23,   3.37,  -3.16,  -4.94,  -4.31,  -2.63,  -6.41,  -3.67,   3.24,  -5.09,  -4.34,   0.39
201904,   3.36,  -1.18,  -0.58,   2.69,   3.07,   5.20,  -2.19,   6.33,   1.41,   2.15,   5.39,   4.41,   3.43,   1.07,   0.09,   4.91,   1.43
201905,  -6.37,  -9.29, -21.33, -12.60,  -7.06, -11.59,  -8.40,  -7.11, -11.66,  -6.14, -10.33, -12.86,  -9.45,  -1.48, -13.67,  -5.38,  -7.38
201906,   4.62,   9.10,   4.01,   7.43,   5.92,   7.34,   7.18,   8.16,  12.96,   2.01,   9.08,  12.95,   7.84,   4.46,   4.15,   5.65,   3.80
201907,   1.96,  -6.43,  -9.27,  -1.63,  -0.99,   1.61,  -5.31,   0.54,  -2.71,  -1.15,   1.02,   1.74,  -0.49,  -1.31,  -1.23,   1.40,  -1.68
201908,  -2.00,  -9.87, -16.17,  -2.10,  -5.88,  -6.28,  -3.10,  -1.08, -10.29,  -7.92,  -6.46,  -9.10,  -6.15,   0.49,  -3.32,  -4.55,  -5.22
201909,   0.56,   2.34,   6.23,   8.71,   2.89,   8.25,  -1.07,   7.76,   6.61,   1.89,   4.15,   8.30,   4.31,   3.75,   8.65,   4.21,  -1.52
201910,  -4.45,  -2.88, -10.21,   2.53,  -0.38,  -3.16,  -0.73,   5.34,  -0.28,  13.58,   0.87,   1.01,   1.23,  -1.71,   0.56,   2.02,  -0.09
201911,   3.77,  -2.53,  -2.45,   1.97,  -4.29,   1.08,   8.64,   0.55,   4.71,   3.84,   3.26,   5.20,   1.58,  -2.66,   4.93,   3.81,   5.46
201912,   2.52,  10.12,  20.49,   2.68,   3.69,   2.55,   9.80,   0.13,   2.45,   2.91,   6.61,   2.59,   1.98,   5.48,   0.38,   2.48,   5.60
202001,  -2.06, -10.13, -18.63,  -6.27,   0.08,  -8.00,   2.34,   0.60, -11.06,  -0.43,  -2.23,  -5.23,  -3.62,   0.79,  -4.93,  -3.63,   2.07
202002,  -8.06, -12.97, -19.96, -12.20,  -9.83, -13.04,  -7.95,  -8.49,  -9.94,  -7.14,  -8.29, -10.88, -11.08, -10.10,  -9.54,  -8.34,  -3.81
202003,  -9.36, -25.26, -48.32, -31.85, -24.95, -23.68, -15.72, -24.61, -26.53, -18.75, -21.44, -29.30, -25.69, -10.75, -27.53, -23.32, -20.73
202004,  12.07,  23.59,  71.13,  11.81,  30.25,  18.42,  17.58,  17.22,   9.97,   8.39,  20.33,  27.81,  15.47,  10.04,  27.50,   9.06,  20.02
202005,   4.53,   5.98,  -4.98,   4.26,   9.43,  11.41,   7.92,  12.29,   7.41,   4.08,   7.06,   7.97,   7.64,   3.84,   9.91,   0.67,  12.67
202006,   0.88,   0.78,   4.78,   6.82,  18.26,   5.04,   3.77,   8.77,   7.72,  14.23,   9.95,  24.26,   7.47,  -4.35,   7.11,   4.58,   6.68
202007,   5.85,   7.97,  -2.66,   0.05,  14.21,   8.09,   0.92,   7.58,  -0.81,   3.34,  10.86,   9.15,   4.17,   3.36,   4.14,  -1.85,   5.32
202008,   4.99,   3.93,  -2.61,   7.72,   3.97,   8.81,   0.30,   9.97,   6.85,   1.64,   2.88,  12.37,   9.11,  -0.85,  15.44,   3.88,   4.49
202009,  -3.67,  -1.43, -16.35,   1.70,   2.50,   0.63,  -2.32,   1.88,  -7.57,  -2.44,  -0.37,  -2.76,  -3.97,  -2.13,  -0.75,  -3.75,  -2.83
202010,  -0.84,   0.45,  -4.93,   8.88,   5.65,   1.80,  -5.60,   0.45,   4.90,   5.73,   2.16,   4.65,  -0.47,   4.06,   2.01,   7.03,  -1.07
202011,  13.46,  18.89,  38.51,  24.23,  15.46,  17.99,  18.63,  18.20,  22.60,  11.56,  25.11,  39.55,  22.76,   6.41,  22.25,  15.92,  21.20
202012,   2.13,  17.53,  13.62,   9.75,  15.14,  10.45,   4.62,   5.50,   9.31,   7.88,  10.11,   3.81,   6.91,   1.38,   5.38,   8.15,  11.14
202101,   5.49,   5.51,  24.67,   4.86,  40.03,  10.52,  21.04,   9.55,   2.93,   2.76,  11.38,   7.40,   2.87,  -0.11,  33.03,   2.29,  12.68
202102,   3.66,  25.27,  29.49,  12.93,   8.70,  11.52,   8.79,   8.32,  21.54,   6.74,   8.55,   5.25,  13.55,  -1.51,   4.38,  11.15,   7.69
202103,   4.24,   1.31,  -4.26,   4.10,   0.49,   5.31,  -3.15,   9.80,  10.58,  -0.25,   0.75,   0.96,  10.02,   9.81,   8.50,   6.85,  -0.59
202104,   2.00,  -0.70,  -1.96,   7.21,   4.00,   3.48,  -1.01,   4.22,   1.29,   2.83,  -0.82,   0.85,  -0.23,   3.23,   4.32,   3.06,   1.11
202105,   4.05,  15.58,  19.03,  -0.03,   3.83,   2.41,  -2.70,   0.93,  10.88,   3.26,   3.18,   4.48,   0.20,   0.08,   5.13,   3.58,  -1.42
202106,  -0.72,  -2.27,  13.78,   1.09,   1.82,  -2.40,   4.51,  -1.58,  -4.49,   3.78,   3.00,   4.85,  -5.23,   1.20,   4.15,  -1.96,   5.31
202107,  -3.19,  -2.82, -14.41,  -3.65,  -5.13,  -2.67,  -8.40,  -1.41,   4.61,  -2.37,  -2.37,  -3.88,  -3.24,   1.81,  -6.09,  -0.77,  -5.13
202108,  -1.98,   1.41,  -0.34,   3.09,  -0.49,   1.24,   4.28,   1.40,  -1.81,   1.84,   2.71,  -4.73,   1.49,   2.38,   0.74,   3.39,   2.83
202109,  -2.46,  -2.40,  22.17,  -6.55,  -6.51,  -1.08,  -5.59,  -6.23,  -5.47,  -3.46,  -5.07,  -2.86,  -1.26,  -5.23,  -6.51,  -0.12,  -4.10
202110,   2.64,   9.16,   6.60,   4.28,  -0.60,   8.14,  -2.61,   5.25,   6.00,   2.04,   5.26,   3.72,   3.59,   4.13,   1.45,   4.56,   0.21
202111,  -4.46,  -9.99, -11.34,  -1.13,  -5.30,  -4.23,  -6.73,   2.90,  -3.86,  -3.14,  -1.55,  -2.38,  -3.97,  -2.30,  -2.98,  -2.81,  -7.76
202112,   5.76,  -0.29,   0.38,  -2.21,  -1.63,   2.70,  -4.19,   6.28,   8.72,  -0.40,   0.70,  -2.24,   3.93,   8.46,   0.11,   3.07,  -2.57
202201,  -6.13,  -6.83,  12.18,  -8.75, -10.93,  -6.25, -11.39, -11.49,  -6.54,  -6.00, -10.68,  -9.60,  -5.58,  -2.82,  -9.18,  -1.93, -11.89
202202,   1.13,  16.65,  13.37,  -2.21,  -2.67,   5.21,  -3.49,  -2.26,  11.77,  -0.15,   0.46,   0.02,   5.12,   0.61,  -1.69,   0.10,  -2.52
202203,  -0.08,  30.38,  17.60,  -3.04,  -0.88,   5.83,   3.40,  -3.11,   7.13,  -1.35,   0.60,   0.39,   0.93,   9.16,  -2.39,  -1.18,   1.89
202204,  -2.24,  -8.29,  -1.81,  -7.52,  -7.43,  -6.80, -15.87,  -6.49,  -6.87,  -8.73, -13.15, -14.12,  -9.86,  -4.16,  -7.81,  -7.70, -14.44
202205,  -2.58,  -4.79,  14.34,  -1.97,  -3.30,   2.50,  -6.92,   2.78,  -1.62,   0.91,   1.58,   2.74,  -3.66,   6.75,  -7.52,   1.78,  -5.13
202206,  -3.23, -14.47, -20.20, -11.18, -11.29, -14.14,   1.38, -10.93, -15.47,  -8.81,  -9.55, -10.64,  -7.75,  -6.17, -11.03,  -7.43,  -4.38
202207,   3.70,   8.34,  11.28,   9.05,   8.22,  10.79,   2.29,  16.14,  11.78,   9.30,  14.56,  11.69,  12.11,   7.88,   9.11,   6.30,   7.07
202208,  -1.16,  -2.08,   4.76,  -8.31,  -1.87,   0.19,   4.75,  -4.08,  -0.67,  -4.79,  -1.99,  -0.28,  -3.39,   0.93,   2.12,  -2.05,   0.39
202209, -14.81,  -8.32, -12.11, -15.55, -15.92, -14.11, -11.62, -12.16, -15.89,  -9.90, -12.16, -17.27, -13.16, -11.79, -12.52,  -7.43, -10.24
202210,   8.29,  13.20,  26.32,   8.36,   6.68,   9.74,   5.02,   8.50,  18.72,  11.40,   8.83,  11.68,  11.53,   7.29,  10.85,   8.85,   3.36
202211,   0.04,   6.66,  -0.49,   7.09,  -0.02,   2.79,  -0.49,   4.57,   9.84,   7.88,   4.84,   0.91,   0.76,   5.17,   1.37,   3.10,  -2.31
202212,  -7.83,  -4.71,  -7.80,  -6.84,  -7.20,  -8.69,  -3.24,  -4.19,  -4.10,  -7.55,  -7.88, -14.03,  -8.20,  -2.82, -12.05,  -4.16,  -5.34
202301,   9.61,  11.83,   3.27,  16.79,  21.04,  15.41,  16.05,  15.18,  15.59,  16.20,  16.82,  33.65,  16.29,   2.52,  19.42,   7.30,  17.95
202302,  -4.75,  -6.54,  -7.04,  -4.62,  -5.40,  -3.97,  -6.25,  -1.75,   3.82,   1.08,  -1.46,  -7.05,  -1.60,  -3.72,  -5.84,  -0.23,  -4.99
202303,  -2.80,   2.20,  -7.18,  -6.04,  -7.59,  -7.03, -10.10,  -2.62,  -6.43,  -1.83,  -2.87, -11.50,  -2.27,   1.21,  -6.10, -12.48,  -5.63
202304,  -1.34,  -4.28,  -2.11,  -0.15,  -4.06,  -3.45,   3.92,  -0.19,  -5.45,  -2.80,  -6.44,  -4.01,  -3.65,  -0.10,  -3.49,  -3.41,  -1.12
202305,  -2.29,  -7.88,  -7.16,  -8.13,  -5.20,  -1.15,  -4.30,  -1.49,  -2.83,  -3.92,   6.63,  -2.50,  -1.53,  -3.16,  -4.88,  -3.37,   1.59
202306,   0.16,   9.25,   8.61,   9.28,   7.49,  10.59,   3.48,  15.14,  15.68,  14.31,   8.62,   9.28,  12.59,   2.29,  10.54,   7.33,   3.35
202307,   3.71,   5.97,  11.68,   2.05,   9.22,   5.83,  -0.61,   3.59,   6.38,  -0.49,   4.73,   8.78,   7.08,   2.66,   6.27,  10.08,   3.05
202308,  -4.04,  -6.45,  -0.96,  -7.42,  -6.76,  -9.23,  -5.04,  -0.33,  -3.29,  -0.37,  -6.86, -12.56, -10.87,  -5.17,  -8.26,  -5.63,  -7.60
202309,  -7.51,  -0.18,   1.63,  -6.47,  -7.45,  -7.23,  -5.44,  -7.81,  -4.12,  -5.16,  -8.67,  -6.08,  -7.45,  -5.72,  -8.57,  -4.21,  -8.64
202310,  -6.66,  -5.50,  -4.22,  -3.36, -10.07,  -6.70, -11.29,  -8.04,  -7.24,   0.90, -11.58, -17.68,  -6.74,  -0.59,  -5.04,  -3.61,  -8.94
202311,   7.59,   8.25,  -6.91,  14.04,   3.49,   1.35,   5.33,  10.56,   7.93,   4.32,   8.19,   2.35,   8.61,   5.85,   9.00,  10.03,   9.47
202312,   5.90,   4.53,   1.37,   9.87,  12.15,  10.96,  11.86,  19.38,  17.27,   6.82,   9.66,   5.93,  13.23,   3.78,  10.94,  13.97,  12.76
202401,  -4.83,  -7.38,  -6.53,  -3.13,  -8.77,  -8.41,  -1.76,  -3.85,  -2.91,  -2.93,  -6.20,  -7.16,  -4.75,  -4.88,  -5.54,  -2.90,  -1.80
202402,   3.46,  -1.58,   2.10,   4.34,   5.29,   5.87,   7.07,   7.53,   4.62,   8.11,   5.46,  -3.54,   4.92,   2.37,   6.60,  -0.62,   8.10
202403,   1.63,  10.96,   8.83,   1.00,   2.43,   8.78,   5.98,   7.44,   8.04,   6.83,   2.92,  -0.08,   3.23,   5.41,   1.02,   3.12,   1.34


  Average Value Weighted Returns -- Annual
,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
  1927,  39.39,  41.10,   0.23,  41.14,  28.49,  57.47,  47.75,  20.24,  35.99,  50.24,  50.90,  66.21,  24.08,  35.38,  43.12,  64.02,  28.96
  1928,  24.31,  18.09,  37.95,  -1.39,  31.96,  57.54,   7.00,  39.81,  53.45,  51.51,  55.83,  60.87,  15.58,  61.61,  54.35,  32.70,  32.33
  1929, -15.07, -18.70, -11.45, -42.16, -25.55,   1.01, -15.69, -20.23, -12.24,  -0.02,   1.28, -50.31,  -2.48,  13.55, -40.38, -26.50,  -1.77
  1930, -15.65, -38.47, -35.01, -28.58, -63.26, -26.07,  -6.39, -46.53, -38.71,  -9.18, -28.47, -21.04, -30.85, -21.18, -34.88, -47.16, -24.13
  1931, -34.46, -51.20, -45.83, -25.46, -53.94, -41.28, -23.20, -53.03, -63.72, -41.07, -48.90, -33.34, -59.97, -39.83, -26.06, -53.30, -38.37
  1932,  -4.38,   6.21,  18.17, -18.59, -29.13, -10.46, -12.37,   0.43, -20.59,   3.68, -25.63, -32.17, -14.06,  -1.74, -14.49,  17.56,  -7.52
  1933,  49.34,  85.01,  77.58,  95.04, 132.68, 130.65,  44.05, 100.63, 125.35,  95.97,  61.18, 169.26,  79.26, -27.80,  57.04,  22.87,  25.58
  1934,  10.79,   0.97,  -5.88,  10.47,  13.40,   3.49,  27.90,  10.32,  -6.54,  22.06,  20.79,  -0.51,  -6.89, -22.18,  24.93,  15.29,   0.28
  1935,  20.31,  30.22,  37.28,  23.72,  61.36,  44.16,  17.99,  60.56,  55.73,  36.56,  71.69,  78.96,  24.73,  83.80,  18.77,  59.13,  60.79
  1936,  20.05,  37.90,  40.43,  23.01,  64.10,  36.21,   7.85,  35.24,  65.45,  -0.76,  44.69,  22.76,  41.52,  20.27,  33.92,  33.77,  26.80
  1937, -26.07, -21.88, -28.93, -45.46, -50.20, -30.69, -20.59, -41.09, -38.20, -43.66, -30.70, -50.92, -45.02, -36.78, -40.82, -45.03, -26.22
  1938,  21.69,  18.36,  11.40,  24.87,  34.91,  36.64,  29.05,  42.41,  35.52,  40.00,  19.05,  67.47,  31.57,  21.44,  44.58,  26.54,  21.34
  1939,   9.66,  -4.07,  -9.32,  14.29,  -7.12,  10.68,   9.33, -17.37,  -7.24,  -3.20,  -4.78,  12.67,   1.09,  14.50,   9.78,  -0.55,   7.73
  1940,  -9.98,  -4.06, -10.00,  -8.86,   0.64,  -9.39, -11.99, -15.08,   2.70, -13.99,  -7.37,  -4.44,  -4.35, -17.12,  -5.71, -10.96,  -0.78
  1941,  -1.85,  -4.09,  13.41,  -1.54, -27.52,  -3.24, -14.93, -14.03,  -9.64, -29.25, -10.53, -27.57,  -6.28, -34.39, -14.73, -14.84, -15.70
  1942,  12.72,  14.93,  22.30,  23.76,  51.47,   5.07,   6.20,  25.85,  -2.51,  23.32,  21.04,  48.94,  15.06,  19.63,  16.59,  40.25,  14.45
  1943,  34.66,  15.56,  28.85,  36.72,  53.81,   6.86,  22.87,  28.96,  16.68,  30.58,  25.61,  28.00,  30.47,  52.88,  40.57,  37.99,  38.43
  1944,  21.51,  19.78,  11.71,  30.02,  38.53,  10.03,  15.28,  24.90,  27.46,  21.31,  19.57,  31.35,  42.67,  17.11,  26.52,  18.54,  18.26
  1945,  46.14,  44.03,  30.15,  54.14,  50.04,  31.29,  34.71,  44.63,  49.21,  29.79,  32.62,  32.79,  41.05,  51.33,  52.34,  49.88,  35.05
  1946,  -5.77, -10.83,   4.36,  -5.84, -10.61,   2.19,   8.05,   4.73,   1.52, -10.70, -14.02, -27.60, -22.51,   4.58,  -1.21, -11.65,  -7.48
  1947,  -0.19,   5.35,  22.83,  14.49,  -7.07,   4.73,  -7.28,  -3.23,   7.57,  -8.34,   9.05,  16.67,  -2.33, -10.79,  -1.58,   0.57,  -7.29
  1948,  -8.24,   7.83,   5.18,  -7.88,  -4.96,   5.98,  -3.72,  -7.75,   5.17,   0.61,  -0.34,   1.83,   0.54,   4.58,   4.97,  10.33,   3.87
  1949,  28.99,  12.82,   8.68,  21.06,  32.27,  28.17,  30.81,  27.75,   7.81,  23.80,  21.02,  34.71,   8.75,  33.18,  23.46,  35.75,  12.82
  1950,   9.10,  42.54,  50.19,  34.71,  20.71,  41.02,   7.64,  20.12,  65.07,   3.40,  23.28,  40.76,  47.78,   5.50,  18.07,  14.53,  22.74
  1951,   6.25,  20.89,  40.34,  -3.48,  22.73,  22.88,  12.68,  27.15,  15.67,  29.37,  20.07,  20.00,   6.01,  22.70,   6.71,  28.58,  17.86
  1952,   5.38,   4.14,  11.42,  -1.17,   7.77,   6.64,   3.28,   9.74,   5.63,  15.49,  15.30,  38.28,  26.25,  21.60,   8.30,  21.78,  11.94
  1953,   5.14, -16.77,  -3.27, -12.12,   3.61,   4.08,  -0.12,   6.28,  -4.97,  11.47,   7.83, -11.20,  -6.61,   8.42,   4.68,   1.07,   5.41
  1954,  28.24,  58.00,  55.58,  41.08,  41.22,  45.35,  30.58,  63.79,  87.11,  37.79,  65.89,  65.17,  71.98,  26.50,  30.91,  55.98,  42.73
  1955,   8.59,  20.33,  28.78,  10.44,  17.22,  34.74,  18.53,  26.09,  47.81,  16.56,  18.98,  44.43,  20.67,  12.29,  23.68,   8.99,  19.61
  1956,  -1.75,   7.73,  21.30, -12.51,  14.71,  -5.34,   7.54,  11.54,  21.46,   5.88,  23.29,  -0.81,   5.66,   6.94, -10.87,  -0.11,   3.05
  1957,   3.97, -27.01, -13.70, -19.53, -14.94, -10.00,  22.58,  -9.38, -32.44, -12.21,  -2.88, -20.89, -25.43,   6.07,  -2.34,  -1.53,  -2.07
  1958,  47.33,  41.68,  28.05,  59.17,  61.59,  32.03,  60.73,  42.09,  70.62,  34.82,  51.47,  55.14,  53.65,  40.76,  57.53,  43.46,  48.67
  1959,  17.50,   3.97,  -7.79,  25.46,  43.45,  25.53,  26.80,  13.57,  12.32,  -2.53,  27.52,  21.88,   2.60,   3.72,  18.07,  -1.02,  19.86
  1960,  26.79,   4.18,  -1.79, -10.56,  29.32, -18.88,  19.48,   0.23, -21.20, -16.09,   1.79, -23.27,  -1.79,  20.89,   5.51,   9.93,  13.59
  1961,  32.04,  29.40,  25.82,  44.13,  15.25,  18.46,  39.42,  15.14,  13.29,  42.15,  21.44,  47.49,  15.91,  28.32,  48.37,  46.13,  26.16
  1962, -15.00, -13.15,  10.41, -12.20, -26.87,  -0.31, -26.35, -22.53, -24.76,  -2.18, -18.57,   4.81,   0.09,  -0.14, -18.63, -11.48, -16.07
  1963,  17.80,  32.37,  23.34,  23.14,  31.25,  21.73,  15.54,  12.21,  26.29,   5.65,  21.98,  38.36,  23.02,  11.36,  20.44,   9.45,  20.56
  1964,  11.45,  28.83,  25.98,  24.88,  11.46,  19.34,  12.37,  12.55,   9.36,  18.18,   9.41,  28.76,  21.50,  16.20,  32.96,   0.40,   8.25
  1965,   9.16,  28.34,   5.63,  40.78,  56.97,   8.99,  20.18,  14.26,  23.71,  37.87,  33.57,  10.85,  40.97,   2.87,   5.81,   8.75,   5.85
  1966,  -8.27,   4.88,  -3.35, -23.97,  -6.42, -27.56,  -3.90, -13.49, -11.37,  -8.08,   0.22, -30.07,  -2.26,  -5.41, -24.61,  -5.45,  -2.97
  1967,  27.30,  53.09,  22.65,  60.41,  31.37,  20.87,  32.49,  48.39,  23.39,  34.56,  64.23,  40.40,  18.77,   1.34,  42.32,  28.59,  18.48
  1968,  22.21,  13.81,  26.23,  36.69,   3.20,  10.04,   7.53,  33.76,  14.93,  22.30,   3.55,   5.91,   9.15,  11.87,  26.75,  54.50,  12.42
  1969,  -2.81, -23.03, -25.39, -30.77,  -0.97, -24.11,  17.61, -17.30, -19.60,  -8.89,   1.15, -13.82, -36.58, -14.29,  -0.78, -14.37,  -7.66
  1970,   4.58,   3.19,  14.66,   7.90,  -7.21,  12.20,   2.77,  -5.05,  -9.14,  -4.60, -15.98,  16.84, -10.74,  16.55,   6.78,  -0.76,  -3.38
  1971,  20.02,  -2.11,   7.98,  14.36,  33.83,  21.56,  19.67,   5.57,  -5.21,   6.16,  14.99,  13.14,  41.76,   2.09,  36.86,  21.59,  12.17
  1972,  17.55,  12.71,  23.22,  -3.28,  26.13,  20.06,  31.26,   0.89,   9.60,   3.84,  20.30,   8.54,   2.07,  10.13,  11.76,  13.52,  14.99
  1973, -20.03,  29.44,  13.56, -50.38, -25.56,  -4.32, -18.86, -27.62,  11.53,  -2.63, -18.31, -41.20, -28.91, -18.66, -36.43, -20.60, -19.99
  1974, -30.07, -16.59, -26.13, -27.68, -46.24, -16.72, -17.80, -27.14,  -9.11, -30.52, -33.62, -25.15, -24.55, -19.47, -34.96, -33.79, -25.59
  1975,  52.56,  32.88,  23.52,  93.20,  51.50,  50.56,  12.52,  52.86,  36.75,  27.36,  42.60,  77.90,  47.13,  45.05,  69.67,  21.92,  37.19
  1976,  14.09,  33.80,  40.26,  29.40,   7.56,  11.02,   6.08,  43.19,  31.25,  37.84,  29.65,  46.79,  39.56,  31.53,  13.37,  35.56,  29.72
  1977,  -2.85, -16.56,  -2.88,   2.81, -20.80, -15.63,  -5.16,  -3.87, -19.87,  12.24,   0.44,  -8.50,   1.77,   7.19,  -9.32,   0.49,   1.20
  1978,   6.08,   6.54,   9.37,   6.21,   9.69,   1.20,  13.87,   9.63,   1.23,  10.26,  15.03,   1.26,  21.83,  -3.44,  -3.20,  10.33,  10.59
  1979,   9.13,  84.88,  61.02,  30.73,   7.17,  32.38,  11.79,  35.73,  30.40,  34.02,  14.49,   6.74,  25.92,  13.52,  10.43,  26.08,  15.41
  1980,  13.78,  51.17,  68.25,  23.08,  28.18,  23.88,  21.92,  33.14,  25.79,  35.84,  31.15,   5.15,  39.48,  19.10,  13.80,  25.54,  31.38
