,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
196712,2.98,0.74,4.58,3.04,6.65,2.03,-0.08,2.98,3.34,1.52,6.93,4.69
196801,-0.72,-5.3,-6.27,-1.23,-7.15,-8.87,2.67,-0.16,0.89,-6.65,2.83,-4.05
196802,-3.03,-3.12,-5.03,-3.23,-3.68,-4.74,-3.32,-1.92,-1.14,-4.57,-3.32,-4.04
196803,0.5,0.63,0.75,0.73,0.48,4.28,-1.34,-4.24,2.74,0,0.71,-1.01
196804,10.99,11.58,11.25,5.5,8.27,12.38,2.21,2.04,12.06,11.81,11.23,12.07
196805,4.65,-1.17,3.89,0.57,-0.67,3.71,-1.66,0,3.18,3.02,6.52,5.59
196806,0.97,-1.43,-0.68,1.8,0.57,-2.08,3.95,8.07,0.31,2.14,7.59,0.68
196807,-4.03,-3.04,-4.63,5.07,-2.5,-5.55,-0.2,-0.13,-5.28,-4.16,0.44,-4.56
196808,2.43,0.59,3.41,0.66,1.37,0.29,0.28,-1.31,1.94,0.28,5.34,1.21
196809,4.64,6.52,4.27,3.54,4.92,2.88,2.86,-0.08,7.73,0.82,9.17,9.16
196810,0.72,4.55,0.42,2.23,2.17,-5.1,3.17,0.14,0.6,-0.1,2.68,0.11
196811,4.27,-0.98,5.54,5.14,4.86,8.58,4.54,8.34,4.75,7.76,6.27,8
196812,-1.23,-4.6,-3.19,-2.59,-4.36,-5.49,-6.85,-3.22,-4.2,-1.17,-6.29,-2.66
196901,-1.29,-1.86,-0.31,-1.28,-1.37,-4.75,1.16,2.15,-1.16,-0.29,-0.33,1.07
196902,-6.91,-4.19,-6.42,-5.21,-5.08,-3.81,-4.26,-5.66,-4.4,-5.46,-8.89,-8.44
196903,0.45,5.06,2.91,7.06,0.93,5.42,-0.56,-1.63,4.93,3.23,3.08,-0.57
196904,0.95,1.13,1.41,-0.53,0.49,4.04,7.73,0.98,3.66,4.88,2.68,1.12
196905,0.89,-1.25,-1.75,3.18,0.54,-2.01,0.23,-0.43,0.27,1.37,-1.54,-1.5
196906,-7.56,-6.15,-7.3,-9.97,-6.44,-0.07,-4.19,-6.08,-5.59,-5.12,-10.24,-11.09
196907,-7,-7.12,-6.24,-9.8,-3.24,-5.38,-4.5,-3.33,-8.59,-2.81,-8.81,-9.55
196908,4.63,2.09,3.68,5.87,3.87,6.74,0.64,-1.78,7.83,8.96,10.17,7.36
196909,-0.01,-0.23,-1.6,-9.7,-4.16,0.18,-4.11,-4.54,-0.76,2.01,-1.03,-0.82
196910,8.16,3.69,6.55,-1.47,6.26,5.78,3.5,7.86,6.56,8.9,8.9,6.96
196911,-2.7,-5.42,-3.72,-5.08,-3.98,-2.06,0.21,-5.74,-4.47,0.04,-7.04,-4.8
196912,-2.18,-3.6,-1.59,-3.1,-1.62,-0.79,-5.75,-1.05,-3.11,4.18,-2.63,-5.09
197001,-4.33,-8.35,-7.89,-11.79,-5.55,-9.17,-2.57,-4.59,-6.03,-7.17,-9.33,-8.58
197002,4.32,4.82,5.21,4.56,2.83,2.63,6.9,7.79,4.93,5.28,11.16,7.46
197003,-1.06,4.69,-0.45,-0.55,-0.55,-2.64,2.04,2.46,-1.82,-5.16,-1.11,-3.06
197004,-10.23,-8.98,-9.89,-9.28,-6.38,-14.46,-8.79,-8.4,-11.2,-10.15,-12.96,-14.57
197005,-7.83,-7.18,-9.48,1.48,-3.5,-9.85,-4.82,-5.94,-9.79,-8.12,-8.61,-8.55
197006,-1.8,-4.36,-5.84,-2.58,-2.63,-11.96,-8.76,-5.19,-4.15,-0.65,-5.03,-9.15
197007,6.47,10.46,4.37,12.39,6.63,2.07,10.26,8.28,10.17,2.1,8.6,7.06
197008,1.1,7.48,4.31,5.75,3.34,7.91,1.37,4.03,5.01,1.46,4.72,4.83
197009,5.2,2.5,4.66,3.1,1.42,10.14,-1.21,-0.95,7.83,7.92,4.82,9.9
197010,0.53,-2.13,-3.85,2.47,-1.87,-3.74,-3.75,-1.24,-1.85,0.13,-7.48,-4.68
197011,4.44,6.26,3.03,4.28,4.43,3.95,4.93,8.76,6.5,2.64,5.66,1.49
197012,7.19,6,7.82,2.23,7.92,4.27,6.59,6.78,5.31,5.29,9.11,6.98
197101,4.76,3.78,6,0.06,5.12,5.36,9.77,2.59,8.16,4.91,5.03,10.4
197102,3.43,1.64,0.69,4.1,1.13,2.5,-6.24,-3.06,3.4,1.06,1.7,2.51
197103,4.2,3.28,4.07,2.67,3.69,7.97,0.45,1.95,6.73,3.59,6.78,4.66
197104,2.08,8.39,4.11,4.17,4.22,2.32,0.82,-3.88,4.85,4.17,2.15,6.31
197105,-3.33,-4.77,-3.1,-5.46,-1.37,-6.49,-6.21,-4.26,-2.03,-2.37,-5.56,-3.79
197106,-0.37,-0.81,-0.48,0.92,2.23,-2.2,0.76,3.87,0.27,1.93,-0.35,-2.55
197107,-2.23,-5.65,-5.09,-2.26,-4.5,-8.72,-3.61,-2.49,-3.62,-2.28,-2,-6.01
197108,2.81,9.98,6.02,-1.96,5.74,5.28,-1.57,-2.94,5.95,2.95,6.42,7.07
197109,-0.32,-0.21,-0.8,-1.71,0.52,-1.62,0.09,-1.9,0.65,0.6,-0.62,-0.67
197110,-4.43,-5.3,-6.66,-4.73,-4.89,-4.33,-1.74,1.6,-3.56,-2.56,-2.48,-6.33
197111,-0.7,-0.24,-1.44,-0.51,-1.28,1.5,-0.78,-1.77,-0.04,0.32,0.93,-2.15
197112,10.32,5.99,10.73,8.75,7.17,11.12,7.09,7.67,10.09,7.82,5.49,10.81
197201,2.35,3.14,2.95,0.02,3.51,8.4,0.93,-0.68,0.33,2.52,0.61,6.15
197202,4.4,0.31,4.78,1.8,4.52,1.41,-0.9,-3.06,5.44,6.89,-0.16,4.31
197203,-0.12,4.1,2.52,-5.52,2.04,0.99,-0.6,-0.58,1.91,0.41,4.83,-0.61
197204,1.84,-0.62,1.89,-0.71,1.9,0.75,-1.05,-3.16,-0.65,1.06,2.44,0.97
197205,0.14,-1.63,1.3,2.72,2.27,3.45,0.06,-0.85,1.38,3.24,-2.11,0.44
197206,-1.36,-3.02,-1.92,-0.99,-3.53,-2.59,-2.99,-2.02,-4.11,2.46,-4.17,-5.36
197207,-1.68,-2.21,0.17,-1.2,0.91,0.97,0.75,-0.36,-2.54,3.07,-1.19,-5.1
197208,-0.37,3.23,0.94,11.58,4.68,2.6,3.98,5.31,-0.63,0.84,5.91,0.39
197209,-2.84,-1.02,-0.97,-0.3,-2.26,-1.18,4.03,-0.23,-0.55,-0.48,-0.55,-3.72
197210,-0.11,-2.56,0.57,2.87,2.04,-3.35,2.3,6.32,0.78,1.47,1.48,0.44
197211,6.56,6.92,3.91,5.58,3.6,2.22,5.96,5.8,5.76,-0.79,4.53,5.38
197212,0.35,1.61,0.17,0.98,2.45,1.97,1.26,-1.94,1.67,3.7,-1.12,-0.73
197301,-4.84,-6.8,-4.23,4.71,-2.73,2.11,-2.12,-4.61,-4.18,-1.22,-7.64,-7.42
197302,-4.64,-6.48,-3.13,-7.81,-1.42,-3.28,-5.6,-2.62,-6.63,-0.94,-6.3,-6.31
197303,-1.29,-2.86,-0.43,3,-0.16,-1.2,0.24,-2.51,-5.72,0.74,-0.75,-0.19
197304,-6.31,-5.3,-5.07,-1.11,-3.52,-6.49,0.88,-1,-8.61,-5.56,-8.2,-7.47
197305,-2.41,-5.01,-1.18,-4.21,-2.1,-2.99,-1.98,-0.33,-2.46,0.86,-3.47,-7.58
197306,-3.7,-2.71,-0.32,1.57,-0.81,-0.15,-0.5,-2.97,-5.84,-0.04,2.1,-4.08
197307,7.33,7.1,6.6,0.09,6.29,4.83,-0.32,-2.79,11.02,6.83,8.84,10.03
197308,-3.67,-4.61,-0.81,-4.44,-4.34,-4.09,-5.09,-2.85,-4.42,-7.16,-2.56,-2.57
197309,5.67,7.63,4.33,9.16,5.09,-3.22,7.45,7.51,7.12,0.77,7.08,6.97
197310,-2.37,-4.47,0.21,4.79,0.24,4.17,-5.54,-3.93,-3.78,1.79,-1.94,-0.33
197311,-14.67,-17.69,-14.39,-6.67,-15.34,-11.76,-3.05,-12.3,-19.26,-8,-12.56,-14.86
197312,-1.8,-3.85,1.53,8.59,0.1,-4.51,4.22,2.89,-0.36,-4.53,1.76,2.63
197401,2.3,5.9,0.31,-7.74,0.44,1.09,2,4.02,6.6,-2.6,0.12,1.89
197402,-0.29,-2.02,-0.25,-2.16,-0.84,-1.1,3.58,-0.47,0.51,-1.51,0.39,1.19
197403,-2.2,-0.17,-1.89,-3.3,1.62,-2.76,-4.92,-4.11,-3.25,1.14,-4.52,-3.33
197404,-3.83,-4.26,-3.06,-6.51,-0.08,-3.64,-5.31,-12.76,-2.12,-1.53,-7.06,-6.04
197405,-3.28,-0.42,-4.68,-8.31,0.93,-4.36,-2.88,-5.83,0.89,-0.44,-10.33,-7.15
197406,-0.92,-2.88,-1.19,-0.4,0.76,-2.99,0.02,-6.85,-2.85,-1.68,-7.35,-4.53
197407,-10.3,-12.04,-7.5,-0.76,-6.98,-8.25,-7.63,0.13,-12.96,-14.2,-7.44,-6.2
197408,-10.65,-7.63,-10.13,-9.53,-12.01,-5.34,-1.74,-9.72,-13.43,-8.5,-12.13,-10.02
197409,-12.63,-13.21,-13.6,-8.03,-11.75,-17.06,-4.04,-2.1,-12.5,-15.58,-7.74,-12.19
197410,15.43,4.18,14,20.11,19.9,14.67,10.85,12.16,9.83,29.49,20.69,19.1
197411,-4.48,-5.83,-6.35,-5.02,-7.12,-5.76,-4.56,-1.17,-6.33,-1.63,-2.47,-3.9
197412,-1,-4.49,-5.28,0.71,-3.46,-5.34,1.14,-1.58,-3.59,-3.4,-3.36,-6.39
197501,18.53,21.19,16.08,6.53,10.77,15.18,11.09,18.17,25.68,-0.77,17.01,18.3
197502,3.59,3.96,7.19,1.25,7.7,12.53,3.79,-0.04,4.74,15.6,0,5.19
197503,6.7,6.52,4.97,-2.43,4.47,0.93,-1.24,-2,10.6,1.19,1.89,5.4
197504,2.86,3.96,8.43,6.82,11.39,5.57,-0.96,-2.22,2.43,0.59,1.12,4.91
197505,4.8,1.9,2.53,11.59,1.77,5.46,2.13,7.56,3.65,6.14,6.12,4.74
197506,4.89,9.96,3.52,6.14,3.27,1.96,3.7,10.05,7.32,0.89,5.8,5.36
197507,-5.51,-2.18,-6.2,-4.64,-5.77,-9.48,-4.21,-5.33,-7.6,-12.08,-7.56,-5.18
197508,-3.54,-4.1,-1.43,-1.47,-1.06,-3.51,-4.89,-2.13,-0.75,-3.76,-6.42,-4.6
197509,-2.81,-2.71,-5.37,-1.26,-7.27,-0.88,-1.66,-1.62,-3.64,-6.58,-8.08,-5.41
197510,10.39,8.62,4.59,-1.78,7.27,8.46,6.81,5.94,9.74,10.57,4.71,2.7
197511,3.66,2.79,2.52,-2.28,2.64,4.41,2.94,2.34,4.28,4.75,4.55,2.07
197512,-1.81,-0.71,-1.28,0.01,-2.1,-1.29,-0.5,0.7,-3.2,-6.44,-1.01,-0.42
197601,10.77,15.49,17.16,8.18,15.93,18.13,9.49,7.79,8.83,7.7,11.97,13.52
197602,-1.44,3.35,1.96,-3.91,-0.09,0.56,2.26,-4.26,4.38,-6.94,1.64,3.9
197603,0.37,3.32,2.08,7.15,-1.62,2.97,0.23,0.73,3.32,6.41,2.74,0.57
197604,-1.8,1.73,-1.91,2.11,-0.61,-3.49,1.72,0.1,-4.8,-4.34,-2.85,-0.7
197605,-2.56,-3.87,-1.29,4.45,-2.56,-0.03,-4.21,-2.29,-6.09,-3.24,-2.51,-1.72
197606,3.26,4.02,4.25,5.04,1.88,8.15,3.23,3.6,1.37,3.55,5.97,4.25
197607,1.35,-1.2,-2.11,-0.76,-1.57,-2.25,1.25,2.3,-2.48,-0.42,0.96,-1.43
197608,-0.74,-2.12,-1.89,-1.71,-2.78,-1.44,3.44,2.06,2.54,1.64,-0.47,-2.58
197609,1.22,4.28,1.2,5.86,0.26,2.82,1.3,3.53,0.29,3.6,0.09,1.07
197610,-1.8,-1.31,-3.84,-2.66,-2.63,-4.49,1.28,-1.32,-1.05,-3.88,0.4,-1.71
197611,1.22,-2.53,0.49,0.03,-4.12,0.96,1.88,2.36,4.47,-10.15,1.32,2.02
197612,4.96,9.43,4.94,6.27,7.53,3.66,3.16,5.92,2.2,6.23,8.49,7.62
197701,-4.28,-4.34,-5.92,0.12,-6.74,-3.95,0.1,0.41,-7.31,-8.96,-4.81,-3.84
197702,-1.78,-4.17,-0.98,-3.85,-1.34,-1.34,-0.34,-4.21,-2.32,-0.67,-1.9,-2.22
197703,-1.78,-3.56,-0.3,-2.13,-1.05,-0.2,-1.28,-0.37,-2.92,-1.94,-1.05,0.14
197704,0.38,2.98,1.02,2.49,-0.79,-3.63,0.65,1.42,-3.6,-5.26,2.12,1.79
197705,-1.43,-1.76,-3.45,-1.44,-3.83,-2.18,0.11,0.87,-3.22,-2.62,-1,-1.62
197706,4.12,4.03,3.57,6.02,2.32,7.7,1.65,5.15,5.88,8.99,5.54,4.27
197707,1.09,-2.61,-4.21,-1.83,-2.57,-0.09,-0.87,0.42,-0.37,-2.3,0.21,-1.56
197708,-0.39,-1.56,-2.12,-6.78,-1.41,-0.1,-3.58,-4.03,4.17,3.15,-1.58,-1.74
197709,-0.15,1.26,-1.45,0.67,-0.57,-1.94,3.19,1.45,-0.89,-0.97,-0.47,-0.34
197710,-3.54,-4.64,-5.15,-3.71,-3.96,-3.27,-5.07,-3.6,-3.37,-1.92,-5.16,-4.14
197711,4.01,-0.38,3.9,2.42,2.99,4.51,0.78,3.33,5.11,5.44,5.56,6.74
197712,-0.33,-0.85,0.52,1.82,0.52,2.23,1.83,-0.9,-1.43,0.58,-0.68,1.23
197801,-5.49,-7.05,-6.04,-7.17,-6.84,-4.69,-4.18,-5.01,-7.03,-2.01,-6.31,-4.63
197802,-0.44,-0.55,-2.76,-2.08,-4.5,-4.27,2.61,-1.27,-1.05,-3.63,-0.29,-0.89
197803,3.72,5.76,4.11,2,2.41,-0.84,2.27,1.86,2.63,4.04,4.56,5.49
197804,6.75,9.41,11.45,6.66,10.96,13.32,2.92,-0.38,10.63,9.18,9.8,8.45
197805,3.7,-0.87,4.51,-0.31,0.68,0.89,-1.83,-0.18,0.77,4.46,0.85,3.67
197806,-0.68,-3.15,-1.59,-3.8,-1.92,-0.53,-1.84,0.15,-2.18,1.1,-1.06,-0.35
197807,3.34,4.5,8.63,3.18,4.84,8.66,1.41,2.41,4.93,8.71,4.97,8.14
197808,3.68,2.18,3.38,4.01,3.28,5.37,2.05,-0.5,5.24,0.45,5.22,6.88
197809,-0.78,-0.83,-2.5,4.71,-1.69,-4.32,0.93,-0.86,-2.86,-2.79,-1.33,-1.96
197810,-11.75,-11.37,-12.42,-11.1,-9.33,-10.8,-4.48,-7.74,-14.35,-12.96,-11.76,-17.35
197811,1.5,-1.32,2.46,5.4,0.98,4.38,1.49,2.13,2.05,4.57,1.37,2.96
197812,1.31,-0.75,1.41,2.74,0.53,6.4,-0.25,-1.98,-0.83,3.28,0.78,0.85
197901,4,4.84,7.06,2.66,4.29,4.21,3.64,5.77,5.51,1.31,4.99,6.89
197902,-4.05,-4.77,-5.4,-0.16,-4.35,-4.09,-2.16,-2.53,-4.97,-5.09,-3.67,-3.56
197903,3.64,6.54,7.29,9.3,6.68,7.41,-0.19,1.63,5.89,4.83,6.77,8.74
197904,0.01,2.71,-0.53,4.17,-1.28,0.31,-2.16,-3.24,0.63,0.26,1.16,1.43
197905,-2.31,-2.24,-2.75,-3.42,-3.48,-2.69,-1.64,0.35,-3,-3.29,-0.26,-1.35
197906,2.78,2.93,3.67,9.21,2.03,0.3,1.75,4.18,2.61,4.77,8.07,4.72
197907,1.84,1.82,1.61,1.28,2.47,-1.77,-0.13,1.55,0.93,0.03,3.02,3.24
197908,6.95,3.8,6.9,7.08,7.21,5.21,-0.24,1.05,8.3,7.82,4.67,6.27
197909,-2.28,0.07,-1.5,5.88,0.63,-1.83,-2.61,-2.72,-0.95,-0.58,-1.58,-0.36
197910,-7.85,-9.65,-9.29,-3,-8.53,-7.81,-5.07,-6.55,-9.14,-4.5,-10.38,-10.45
197911,4.45,-3.68,3.64,8.27,4.63,7.34,2.25,6.74,3.25,8.16,5.92,7.35
197912,2.97,3.22,4.35,2.43,3.72,1.56,-1.93,-1.71,2.81,1.94,1.16,6.77
198001,2.92,8.81,8.63,13.93,1.9,7.45,-2.08,0.96,1.07,-1.39,1.79,9.27
198002,-5.41,-7.51,-3.41,12.3,-2.26,-4.31,-3.29,-4.44,-5.44,-5.28,-5.39,-2.03
198003,-8.66,-8.86,-12.64,-17.98,-10.51,-12.8,-3.05,-7.33,-8.88,-2.96,-9.63,-15.93
198004,6.27,-2.07,2.13,6.57,5.22,0.51,7.3,11.39,3.03,4.16,6.53,5.08
198005,7.33,3.19,4.9,3.37,7.22,3.91,3.09,3.52,10.07,6.34,7.45,7.93
198006,2.45,2.72,2.5,5.72,0.67,2.94,-0.87,3.8,2.11,0.06,4.15,5.11
198007,7.58,11.61,11.29,1.69,8.99,15.36,0.98,-0.67,10.57,8.71,2.99,11.13
198008,0.85,0.86,0.82,3.07,1.46,2.91,4.55,-2.11,1.31,-0.3,1.45,3.29
198009,-0.18,0.59,3.46,6.43,0.56,1.76,-1.98,-0.63,1.04,3.52,2.06,4.89
198010,0.01,-1.87,1,7.35,-1.87,1.74,-3.27,1.24,-1.41,-1.45,-0.18,3.14
198011,0.41,4.33,8.19,23.82,6.65,9.25,-1.76,6.47,2.09,8.39,5.2,9.56
198012,0.58,-1.51,-2.77,-10.67,-1.3,-1.09,0.63,-2.63,-1.63,4.45,2.54,-3.24
198101,1.78,-2.34,-2.93,-10.31,0.03,-8.29,5.52,-3.09,0.24,-1.68,-2.8,-4.05
198102,1.99,5.8,3.63,-1.12,4.19,-0.36,0.11,-2.24,2.13,1.27,1.62,1.1
198103,6.42,6.61,7.01,-2.36,2.09,4.92,0.98,2.09,12.46,5.76,6.27,9.73
198104,0.99,1.78,-0.93,-7.7,-1.51,-0.06,6.19,-3.23,2.9,2.93,0.36,1.06
198105,2.17,2.29,-0.62,-4.69,-1.55,3.67,5.24,0.78,2.32,2.96,2.46,2.6
198106,-0.7,-4.65,-2.74,4.58,1.38,-6.87,-2.09,2.57,-1.64,-5.72,1.08,-4.74
198107,-0.8,-3.02,-2.8,7.82,-4.13,-3.68,0.36,2.23,-3.61,-4.03,-3.3,-2.45
198108,-5.61,-8.49,-7.93,-7.1,-6.19,-7.92,-2.77,-1.79,-6.09,-8.34,-5.59,-6.44
198109,-2.66,-3.39,-7.67,-12.4,-6.9,-3.76,2.78,-6.42,-3.86,-1.34,-3.06,-9.28
198110,7.14,-4.26,2.63,9.41,5.3,5.06,6,4.18,6.49,7.79,7.1,6.64
198111,2.1,4.15,4.2,6.32,2.86,0.7,0.95,4.86,0.62,3.37,5.24,3.87
198112,-2.2,0,-1.55,-6.66,-2.76,-0.19,-1.62,-3.16,-2.2,-0.87,-4.34,-3.87
198201,-1.15,1.14,-4.02,-8.51,-2.16,2.88,0.66,-1.22,-0.09,1.31,-2.47,-4.75
198202,-2.44,-2.74,-6.22,-12.22,-6.67,-5.87,-7.44,-1.42,-1.89,-2.36,-3.27,-5.76
198203,1.88,3.05,-2.29,-3.84,-1.53,-3.81,1.87,0.7,3.95,-2.69,-1.8,-1.98
198204,6.5,4.38,2.41,4.28,4.57,7.43,-0.21,3.19,5.19,7.3,3.07,4.17
198205,-3.89,-2.58,-5.83,0.95,-4.63,-6.05,-3.01,-1.71,-3.23,-3.67,-6.03,-5.95
198206,1.25,2.2,-2.4,-6.42,-4.05,-2.51,-2.53,-3.01,2.42,-0.89,-3.2,-2.57
198207,-0.62,-0.36,-2.41,-8.1,-3.09,1.62,1.18,-3.24,-0.02,0.65,-3.31,-3.15
198208,8.61,13.06,12.85,8.18,13.54,12.12,8.75,10.69,12.05,11.69,10.85,10.7
198209,4.75,-1.12,-1.61,1.68,-0.4,1.03,0.95,0.26,4.56,1.3,5.4,0.93
198210,10.36,16.5,13.24,5.15,11.47,17.02,8.08,4.05,16.67,8.06,14.83,16.52
198211,4.65,7.45,5.52,-5.47,4.16,10.15,4.19,-0.87,10.82,4.65,6.16,9.22
198212,0.66,2.96,1.62,5.44,-2.06,2.58,-1.27,3.41,-2.26,0.51,-2.82,0.06
198301,-1.22,5.12,4.14,3.35,6.55,8.32,12.4,3.07,1.12,1.26,0.15,6.46
198302,3.43,3.2,3.8,-1.67,2.64,3.21,-1.89,0.53,7.56,2.36,5.11,3.08
198303,7.04,-1.42,1.7,5.78,2.31,0.59,0.1,-0.5,8.35,4.44,6.26,1.94
198304,6.07,10.86,5.67,9.33,7.34,7.5,5.13,4.16,8.45,5,8.95,6.92
198305,-1.36,-2.47,1.83,0.12,0.74,2.27,-1.41,1.57,0.18,-3.27,0.27,5.05
198306,2.64,10.13,1.4,6.33,1.38,6.13,-1.26,-1.28,5.97,6.84,-0.11,3.68
198307,-2.77,-3.95,-2.97,-2.3,-2.22,-5.37,-5.2,0.44,-3.39,-5.76,-3.03,-5.07
198308,0.32,-2.77,-1.67,5.63,4.13,-1.38,2.09,0.52,-5.02,-1.5,0.42,-3.79
198309,4.27,4.12,2.83,-4.69,0.42,2.11,0.76,3.87,2.05,1.23,1.54,0.81
198310,-0.38,-0.03,-2.55,-2.21,-2.32,-7.02,-5.24,2.47,-1.9,-2.28,-3.24,-6.04
198311,1.89,3.49,7.29,-1.55,2.67,1.82,3.07,-2.56,4.16,-3.51,3.54,5.76
198312,-0.8,0.85,-0.45,2.03,-3.35,0.35,-3.08,-4.5,-4.85,-3.65,-1.23,-1.34
198401,-0.83,-5.47,-3.5,9.75,-4.38,-6.27,4.06,0.8,-6.02,-0.76,-0.65,-3.6
198402,-6.12,-6.59,-7.22,2.98,-6.86,-6.27,-3.78,-4.31,-4.78,-2.51,-4.99,-5.78
198403,1.22,0.04,2.39,0.19,5.09,1.65,-5.6,-1.11,1.04,-0.83,1.56,2.93
198404,0.37,1.21,-0.77,3.83,0.73,-0.43,2.15,-1.01,0.16,2.2,-1.41,-3.68
198405,-2.77,-6.42,-6.66,-6.01,-5.71,-5.86,-3.62,-1.94,-5.52,-7.04,-7.8,-6.24
198406,5.89,1.76,3.61,-2.33,1.49,1.55,10.78,-0.52,7.22,3.79,1.7,1.99
198407,-1.75,2.4,-1.49,-7.77,-2.24,-2.38,2.77,-0.57,-0.04,-3.93,-0.87,-4.51
198408,8.26,9.38,11.44,12.91,10.85,13.47,6.59,6.59,9.53,9.83,10.58,11.35
198409,0.93,-0.49,-2.74,2.17,-2.62,-4.08,1.78,4.09,-0.05,-4.47,2.61,-0.27
198410,1.2,2.03,0.66,-4.98,-0.56,-0.85,-1.05,2.59,-0.88,1.54,0.97,-0.54
198411,-0.02,-3.92,-2.07,-1.71,-1.38,-3.94,-0.36,2.11,-3.24,-0.63,-0.02,-2.09
198412,2.17,4.5,2.24,-0.71,0.97,2.51,4,1.84,0.61,2.59,3.81,1.65
198501,4.7,9.71,9.43,6.08,5.53,12.51,5.62,1.8,13.04,8.16,8.71,12.17
198502,4.73,-2.31,0.55,3.1,1.34,-1.75,2.57,0.54,1.81,3.07,1.83,1.93
198503,4.3,-5.33,-3.59,1.29,-1.74,-6.01,4.65,5.25,-0.76,2.99,-0.5,-1.02
198504,-2.25,-3.6,-2.18,3.59,-0.37,-3.78,0.5,1.14,-0.04,-1.87,2.37,-1.24
198505,7.65,5.08,5.24,-0.21,6.34,2.36,6.52,4.5,9.31,8.96,5.93,6.29
198506,2.43,1.43,1.16,-0.84,1.58,-0.81,3.52,2.91,1.47,2.16,2.43,2.7
198507,-2.76,2.24,3.23,-0.9,3.15,4.47,-5.05,-5.19,-4.11,-0.6,-1.52,3.03
198508,0.43,-3.18,-1.77,0.57,-1.45,-3,0.44,1,-0.91,-1.26,-0.76,-0.88
198509,-0.96,-3.61,-4.48,-1.38,-3.38,-4.74,-4.78,-6.03,-4.46,-4,-4.89,-6.45
198510,3.47,0.67,1.7,5.45,6.57,2.92,3.5,5.71,6.72,3.1,7.42,3.02
198511,8.18,9.38,8.06,-0.49,6.01,8.14,7.31,3.35,7.69,9.28,7.34,6.85
198512,5.19,6.81,3.85,-2.82,5.39,8.21,5.4,4.2,4.42,3.4,4.54,3.09
198601,1.63,1.99,2.09,-7.08,0.06,-0.4,-4.33,3.32,1.53,0.94,3.34,3.62
198602,10.58,10.17,9.33,-0.33,10.76,4.58,7.32,5.73,7.54,5.69,8.4,7.38
198603,7.85,7.79,5.83,0.89,5.72,-0.29,3.26,3.38,8.45,11.99,5.47,5.41
198604,0.31,-3.65,-2.92,0.45,0.74,3.87,1.92,-4.37,0.3,0.62,-3.48,-0.44
198605,8.65,2.71,3.31,6.21,5.61,0.51,4.78,2.83,9.61,6.93,4.8,3.61
198606,6.06,-1.56,-0.93,-2.11,1.18,-4.06,4.85,4.44,3.76,5.53,1.46,0.13
198607,-5.83,-9.24,-8.02,-5.55,-6.68,-8.28,-3.46,4.71,-9.64,-5.45,-5.64,-9.81
198608,2.4,7.03,6.67,15.69,4.35,6.68,6.76,7.22,1.44,3.72,6.8,5.89
198609,-11.08,-8.44,-6.48,-0.94,-7.13,-7.15,-10.05,-9.6,-8.51,-12.69,-10.62,-3.89
198610,8.75,6.29,5.01,1.63,8.27,0.44,4.3,4.84,7.25,7.94,3.28,6.59
198611,0.52,4.41,1.18,2.3,2.9,3.25,3.91,-0.08,1.55,1.01,-1.18,0
198612,-3.49,-2.54,-1.86,-0.53,-2.79,-3.84,-4.35,-3.9,-6.32,-1.33,-2.67,-3.32
198701,14.42,18.56,14.16,14.12,14.64,16.57,4.98,8.88,11.69,13.05,10.25,13.22
198702,5.45,3.06,4.45,-2.7,4.42,9.22,-0.04,-2.74,9.58,10.99,3.7,6.87
198703,0.89,4.39,2.66,11.74,4.67,2.67,0.73,-2.28,1.62,0.05,-1.81,2.96
198704,-3.77,3.89,-2.18,-0.01,-0.61,4.4,-2.78,-4.75,-2.8,-2.5,-5.13,-2.57
198705,2.46,-1.82,-0.29,2.31,0.73,0,3.26,-2.56,-0.28,0.95,-1.03,1.91
198706,6.5,2.63,4.91,5.94,5.11,-0.13,6.36,2.77,6.18,4.67,4.57,3.64
198707,5.04,6.83,8.28,3.15,4.3,0.87,5.4,-2.12,5.64,5.71,1.76,7.32
198708,3.46,5.37,2.36,1.15,2.74,7.35,5.1,2.96,3.15,1.93,5.57,0.92
198709,-3.03,-4.18,0.68,-3.92,-0.85,-2.87,2.83,-2.89,-6.58,-2.63,-2.58,-0.74
198710,-21.11,-27.1,-28.64,-19.43,-24.71,-25.81,-12.67,-7.36,-28.16,-20.49,-21.4,-29.34
198711,-8.36,-8.96,-4.95,-11.55,-7.06,-10.25,-8.95,-3.23,-8.74,-9.64,-7.49,-5.45
198712,7.29,8.22,10.06,6.67,12.28,11.75,3.32,-0.2,8.41,5.23,3.12,9.88
198801,2.83,4.21,0.56,8.38,-0.9,-2.54,9.49,9.28,5.48,6.29,8.64,0.4
198802,5.75,5.83,8,2.61,5.68,7.07,1.18,-2.15,9.98,3.75,1.71,7.33
198803,-1.82,-4.49,-0.76,2.54,-3.08,-4.89,-4.38,-3.87,-1.24,-2.63,-3.01,1.6
198804,-0.27,2.68,1.78,4.48,0.91,2.66,0.1,-0.77,1.5,-2.06,-0.65,-0.28
198805,-0.58,0.79,-0.53,-1.36,-1.63,-1.72,2.28,2.76,-1.7,-0.64,1.68,-1.66
198806,3.09,7.97,7.75,-2.15,6.65,9.44,2.48,2.58,6.48,2.51,5.1,7.06
