This file was created by CMPT_IND_RETS using the 202403 CRSP database.
It contains value- and equal-weighted returns for 12 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
194612,    138,     57,    245,     50,     45,     38,      7,     35,     77,     18,     27,    115
194701,    138,     57,    245,     50,     45,     38,      7,     35,     77,     18,     27,    115
194702,    138,     57,    245,     50,     45,     38,      7,     35,     77,     18,     27,    115
194703,    138,     57,    245,     50,     45,     38,      7,     35,     77,     18,     27,    115
194704,    138,     57,    245,     50,     45,     38,      7,     35,     77,     18,     27,    115
194705,    138,     57,    245,     50,     45,     38,      7,     35,     77,     18,     27,    115
194706,    138,     57,    245,     50,     45,     38,      7,     35,     77,     18,     27,    114
194707,    147,     58,    252,     51,     47,     41,      7,     46,     84,     18,     26,    120
194708,    147,     58,    252,     51,     47,     41,      7,     46,     84,     18,     26,    120
194709,    147,     58,    252,     51,     47,     41,      7,     46,     84,     18,     26,    120
194710,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194711,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194712,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194801,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194802,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194803,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194804,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194805,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194806,    147,     58,    252,     51,     47,     41,      7,     45,     84,     18,     26,    120
194807,    152,     63,    259,     53,     50,     42,      7,     51,     85,     18,     28,    126
194808,    152,     63,    259,     53,     50,     42,      7,     51,     85,     18,     28,    126
194809,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194810,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194811,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194812,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194901,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194902,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194903,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194904,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194905,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194906,    152,     63,    259,     53,     49,     42,      7,     51,     85,     18,     28,    126
194907,    153,     64,    265,     55,     50,     43,      8,     56,     87,     18,     29,    129
194908,    153,     64,    265,     55,     50,     43,      8,     56,     87,     18,     29,    129
194909,    153,     64,    265,     55,     50,     43,      8,     56,     87,     18,     29,    129
194910,    153,     64,    265,     55,     50,     43,      8,     56,     87,     18,     29,    129
194911,    153,     64,    265,     55,     50,     43,      8,     56,     87,     18,     29,    129
194912,    153,     64,    265,     55,     50,     43,      8,     56,     87,     18,     29,    128
195001,    153,     64,    265,     55,     50,     43,      8,     56,     85,     18,     29,    128
195002,    153,     64,    265,     55,     50,     43,      8,     56,     85,     18,     29,    128
195003,    153,     64,    265,     55,     50,     43,      8,     56,     85,     18,     29,    128
195004,    153,     64,    265,     55,     50,     43,      8,     56,     85,     18,     29,    128
195005,    153,     64,    265,     55,     50,     42,      8,     56,     85,     18,     29,    128
195006,    153,     64,    265,     54,     50,     42,      8,     56,     85,     18,     29,    128
195007,    153,     65,    265,     57,     50,     42,      8,     72,     85,     18,     30,    129
195008,    153,     65,    265,     57,     50,     42,      8,     72,     85,     18,     30,    129
195009,    153,     65,    265,     57,     50,     42,      8,     72,     85,     18,     30,    129
195010,    153,     65,    265,     57,     50,     42,      8,     72,     85,     18,     30,    129
195011,    153,     65,    265,     57,     50,     42,      8,     72,     85,     18,     30,    129
195012,    153,     64,    264,     57,     50,     42,      8,     72,     85,     18,     30,    129
195101,    153,     64,    264,     57,     50,     42,      8,     72,     85,     18,     30,    128
195102,    153,     64,    264,     57,     50,     42,      8,     72,     85,     18,     30,    128
195103,    153,     64,    264,     57,     50,     42,      8,     72,     85,     18,     30,    128
195104,    153,     64,    264,     57,     50,     42,      8,     72,     85,     18,     30,    128
195105,    153,     64,    264,     57,     50,     42,      8,     72,     85,     18,     30,    128
195106,    153,     64,    264,     57,     50,     42,      8,     72,     85,     18,     30,    128
195107,    156,     65,    270,     59,     50,     44,      8,     84,     86,     19,     32,    129
195108,    155,     65,    270,     59,     50,     44,      8,     84,     86,     19,     32,    129
195109,    155,     65,    269,     59,     50,     44,      8,     84,     86,     19,     32,    129
195110,    155,     65,    269,     59,     50,     44,      8,     84,     86,     19,     32,    129
195111,    155,     65,    268,     59,     50,     44,      8,     83,     86,     19,     32,    129
195112,    155,     65,    268,     59,     50,     44,      8,     83,     86,     19,     32,    129
195201,    155,     65,    268,     59,     50,     44,      8,     83,     86,     19,     32,    129
195202,    155,     65,    268,     59,     50,     44,      8,     83,     86,     19,     32,    129
195203,    155,     65,    268,     59,     50,     44,      8,     83,     86,     19,     32,    128
195204,    154,     65,    268,     59,     50,     44,      8,     83,     86,     19,     32,    128
195205,    154,     65,    268,     59,     50,     44,      8,     83,     86,     19,     32,    128
195206,    154,     65,    268,     59,     50,     44,      8,     83,     86,     19,     32,    128
195207,    156,     66,    274,     60,     52,     46,      8,     83,     87,     19,     32,    128
195208,    156,     66,    274,     60,     52,     46,      8,     83,     87,     19,     32,    128
195209,    156,     66,    274,     60,     52,     46,      8,     83,     87,     19,     32,    128
195210,    156,     66,    274,     60,     52,     46,      8,     83,     87,     18,     32,    128
195211,    156,     66,    273,     60,     52,     46,      8,     83,     87,     18,     32,    128
195212,    156,     66,    273,     60,     52,     46,      8,     83,     87,     18,     32,    128
195301,    156,     66,    273,     60,     52,     46,      8,     83,     87,     18,     32,    128
195302,    156,     66,    273,     60,     52,     46,      7,     83,     86,     18,     32,    128
195303,    154,     66,    273,     60,     52,     45,      7,     83,     86,     18,     32,    128
195304,    154,     66,    273,     60,     52,     45,      7,     83,     86,     18,     32,    128
195305,    154,     66,    272,     60,     52,     45,      7,     83,     86,     17,     32,    125
195306,    154,     66,    272,     60,     52,     45,      7,     83,     86,     17,     32,    125
195307,    154,     65,    277,     60,     55,     47,      8,     87,     88,     18,     32,    129
195308,    153,     65,    277,     60,     55,     47,      8,     87,     88,     18,     32,    129
195309,    152,     65,    277,     60,     55,     47,      8,     87,     87,     18,     32,    129
195310,    152,     64,    277,     60,     55,     47,      8,     87,     87,     18,     32,    129
195311,    152,     64,    276,     60,     55,     47,      8,     87,     87,     18,     32,    129
195312,    152,     64,    276,     60,     55,     47,      8,     87,     87,     18,     32,    129
195401,    152,     64,    276,     60,     55,     47,      8,     87,     87,     18,     32,    129
195402,    152,     64,    276,     60,     55,     47,      8,     87,     87,     18,     32,    129
195403,    152,     64,    276,     60,     55,     47,      8,     87,     87,     18,     32,    129
195404,    152,     64,    275,     60,     55,     47,      8,     87,     87,     18,     32,    129
195405,    152,     63,    274,     60,     54,     47,      8,     87,     87,     18,     32,    129
195406,    152,     63,    274,     60,     54,     47,      8,     87,     87,     18,     32,    129
195407,    152,     62,    278,     60,     57,     47,      9,     90,     87,     18,     32,    130
195408,    152,     62,    278,     59,     57,     47,      9,     90,     87,     18,     32,    130
195409,    152,     62,    278,     59,     57,     47,      9,     90,     87,     18,     32,    130
195410,    152,     61,    278,     59,     56,     47,      9,     90,     87,     18,     31,    129
195411,    152,     61,    278,     58,     56,     47,      9,     90,     87,     18,     31,    129
195412,    152,     61,    278,     58,     56,     47,      9,     90,     87,     18,     31,    129
195501,    152,     61,    278,     58,     56,     47,      9,     89,     87,     18,     31,    129
195502,    150,     61,    277,     58,     56,     47,      9,     89,     87,     18,     31,    129
195503,    150,     61,    275,     58,     56,     47,      9,     89,     87,     18,     31,    129
195504,    150,     61,    275,     58,     56,     47,      9,     89,     87,     17,     31,    128
195505,    150,     61,    275,     57,     56,     46,      9,     89,     87,     17,     31,    127
195506,    150,     61,    275,     57,     56,     46,      9,     89,     87,     17,     31,    127
195507,    152,     62,    287,     59,     55,     46,      9,     92,     88,     17,     33,    126
195508,    152,     62,    286,     58,     55,     46,      9,     92,     88,     17,     33,    125
195509,    152,     61,    285,     57,     55,     46,      9,     92,     88,     17,     33,    125
195510,    152,     60,    285,     56,     55,     46,      9,     92,     88,     17,     33,    125
195511,    152,     60,    285,     56,     55,     46,      9,     92,     88,     17,     33,    125
195512,    152,     59,    283,     56,     55,     46,      9,     92,     87,     17,     33,    125
195601,    151,     58,    283,     56,     55,     46,      9,     92,     87,     17,     33,    125
195602,    151,     58,    283,     56,     55,     46,      9,     92,     86,     17,     33,    125
195603,    151,     58,    283,     56,     55,     46,      9,     92,     86,     17,     33,    125
195604,    151,     58,    283,     56,     55,     46,      9,     92,     86,     17,     33,    125
195605,    149,     58,    283,     56,     55,     46,      9,     92,     86,     17,     33,    125
195606,    149,     58,    282,     56,     55,     46,      9,     92,     86,     17,     32,    124
195607,    149,     57,    290,     57,     57,     47,     10,     93,     87,     17,     33,    125
195608,    148,     57,    290,     56,     57,     47,     10,     93,     87,     17,     33,    124
195609,    148,     57,    289,     56,     57,     47,     10,     93,     87,     17,     33,    123
195610,    148,     57,    287,     55,     57,     47,     10,     93,     87,     17,     33,    123
195611,    147,     57,    287,     55,     57,     47,     10,     93,     87,     17,     33,    123
195612,    147,     57,    287,     55,     57,     47,     10,     93,     87,     17,     33,    123
195701,    147,     57,    285,     54,     56,     47,     10,     93,     87,     17,     33,    123
195702,    147,     57,    285,     54,     56,     47,     10,     93,     87,     17,     33,    123
195703,    147,     57,    285,     54,     56,     47,     10,     93,     87,     17,     33,    123
195704,    147,     56,    285,     54,     56,     47,     10,     93,     87,     17,     33,    123
195705,    146,     55,    284,     54,     56,     47,     10,     93,     87,     17,     33,    123
195706,    146,     54,    282,     54,     56,     47,     10,     93,     87,     17,     33,    123
195707,    150,     56,    292,     56,     58,     56,     10,     94,     87,     17,     35,    125
195708,    149,     56,    291,     56,     58,     55,     10,     94,     87,     17,     35,    125
195709,    149,     56,    291,     56,     57,     55,     10,     94,     87,     17,     35,    124
195710,    148,     56,    291,     56,     57,     55,      9,     94,     86,     17,     35,    124
195711,    148,     56,    291,     56,     57,     54,      9,     94,     86,     17,     35,    124
195712,    148,     56,    289,     56,     57,     54,      9,     94,     86,     17,     35,    122
195801,    148,     56,    287,     56,     57,     54,      9,     94,     86,     17,     35,    122
195802,    148,     56,    287,     56,     57,     54,      9,     94,     85,     17,     35,    122
195803,    147,     56,    286,     56,     56,     54,      9,     94,     84,     17,     35,    121
195804,    147,     56,    286,     56,     56,     54,      9,     94,     84,     17,     35,    121
195805,    146,     56,    285,     56,     56,     54,      9,     94,     84,     17,     35,    121
195806,    146,     55,    285,     55,     55,     54,      9,     94,     84,     17,     35,    121
195807,    147,     51,    295,     55,     57,     58,      9,     96,     83,     20,     39,    128
195808,    147,     51,    295,     55,     56,     58,      9,     96,     83,     20,     39,    127
195809,    147,     51,    294,     55,     56,     58,      9,     96,     83,     20,     39,    125
195810,    147,     51,    294,     55,     55,     58,      9,     96,     83,     20,     38,    124
195811,    147,     51,    294,     55,     55,     58,      9,     96,     83,     20,     38,    124
195812,    147,     50,    293,     55,     55,     58,      9,     96,     83,     20,     38,    124
195901,    147,     50,    293,     55,     55,     58,      9,     96,     83,     20,     38,    124
195902,    147,     50,    293,     55,     55,     58,      9,     96,     81,     20,     38,    124
195903,    147,     50,    292,     55,     55,     57,      9,     96,     80,     20,     38,    122
195904,    147,     50,    291,     55,     55,     57,      9,     96,     80,     20,     37,    121
195905,    147,     50,    291,     55,     55,     57,      9,     96,     80,     20,     37,    121
195906,    147,     50,    291,     55,     55,     57,      9,     96,     80,     20,     37,    120
195907,    152,     49,    297,     52,     55,     63,     10,    100,     83,     22,     36,    124
195908,    152,     49,    297,     52,     55,     63,     10,    100,     83,     22,     36,    123
195909,    152,     49,    297,     52,     55,     63,     10,    100,     83,     22,     36,    123
195910,    151,     49,    297,     52,     55,     62,     10,    100,     83,     22,     36,    123
195911,    151,     49,    297,     52,     54,     62,     10,    100,     83,     22,     36,    123
195912,    151,     49,    297,     52,     54,     61,     10,    100,     83,     22,     36,    122
196001,    151,     49,    297,     52,     54,     60,     10,    100,     83,     22,     36,    122
196002,    151,     49,    297,     52,     54,     60,     10,    100,     83,     22,     36,    121
196003,    150,     49,    297,     52,     54,     60,     10,    100,     83,     22,     36,    121
196004,    149,     49,    296,     52,     54,     60,     10,    100,     83,     22,     36,    120
196005,    149,     49,    294,     52,     54,     59,     10,    100,     83,     22,     36,    120
196006,    149,     49,    294,     52,     54,     59,     10,    100,     83,     22,     36,    120
196007,    151,     49,    311,     52,     54,     67,     10,    101,     90,     23,     41,    123
196008,    151,     49,    311,     52,     54,     67,     10,    101,     89,     23,     41,    123
196009,    151,     49,    311,     52,     54,     67,     10,    100,     89,     23,     41,    123
196010,    148,     49,    311,     52,     54,     67,     10,    100,     89,     23,     41,    122
196011,    147,     49,    311,     52,     54,     67,     10,    100,     89,     23,     40,    122
196012,    146,     49,    311,     52,     54,     67,     10,    100,     89,     23,     40,    122
196101,    144,     49,    310,     52,     54,     67,     10,    100,     89,     22,     40,    122
196102,    141,     49,    310,     52,     54,     67,     10,    100,     89,     22,     39,    122
196103,    141,     49,    310,     51,     54,     67,     10,    100,     89,     22,     39,    122
196104,    140,     49,    310,     50,     54,     67,     10,    100,     89,     22,     39,    122
196105,    140,     49,    310,     50,     54,     67,     10,    100,     89,     22,     39,    122
196106,    140,     49,    310,     50,     54,     67,     10,    100,     88,     22,     39,    121
196107,    146,     51,    318,     50,     57,     73,     10,    103,     93,     22,     41,    123
196108,    145,     51,    317,     50,     57,     73,     10,    103,     93,     22,     40,    122
196109,    145,     50,    317,     50,     57,     73,     10,    103,     93,     22,     39,    122
196110,    145,     50,    316,     50,     57,     73,     10,    103,     92,     22,     39,    122
196111,    145,     50,    316,     50,     57,     73,      9,    103,     92,     22,     39,    121
196112,    145,     50,    316,     49,     57,     72,      9,    103,     92,     22,     39,    120
196201,    144,     50,    315,     49,     57,     72,      9,    103,     92,     22,     39,    120
196202,    143,     50,    315,     48,     56,     72,      9,    103,     92,     22,     39,    120
196203,    143,     50,    315,     48,     56,     72,      9,    103,     92,     22,     39,    120
196204,    143,     50,    313,     47,     55,     72,      9,    103,     92,     22,     39,    119
196205,    143,     50,    313,     46,     55,     72,      9,    103,     91,     22,     39,    119
196206,    143,     50,    313,     45,     55,     71,      9,    102,     91,     22,     39,    119
196207,    148,     51,    327,     51,     59,     78,     12,    103,     97,     23,     45,    118
196208,    148,     51,    327,     51,     59,     78,     12,    103,     97,     23,     45,    118
196209,    148,     51,    326,     51,     59,     78,     12,    103,     97,     23,     45,    118
196210,    147,     51,    326,     51,     59,     78,     12,    103,     97,     23,     45,    118
196211,    146,     51,    325,     51,     59,     78,     12,    103,     97,     23,     45,    118
196212,    146,     51,    325,     51,     58,     78,     12,    103,     97,     23,     45,    118
196301,    146,     51,    325,     51,     58,     78,     12,    103,     97,     23,     44,    118
196302,    146,     51,    324,     51,     58,     78,     12,    103,     97,     23,     44,    118
196303,    146,     51,    324,     51,     58,     78,     12,    103,     96,     23,     44,    118
196304,    146,     51,    323,     51,     58,     78,     12,    103,     96,     23,     44,    117
196305,    146,     50,    323,     50,     57,     77,     12,    103,     95,     23,     44,    116
196306,    146,     50,    322,     50,     57,     76,     12,    103,     95,     23,     44,    116
196307,    251,    114,    533,    119,     99,    121,     22,    119,    191,     36,    116,    231
196308,    250,    114,    532,    119,     99,    121,     22,    119,    191,     36,    115,    228
196309,    248,    114,    530,    119,     99,    121,     22,    116,    191,     36,    115,    228
196310,    247,    114,    530,    118,     97,    120,     22,    116,    191,     36,    114,    226
196311,    246,    114,    529,    117,     97,    120,     22,    116,    191,     36,    113,    226
196312,    245,    113,    527,    116,     94,    120,     22,    115,    190,     36,    113,    225
196401,    245,    112,    524,    116,     92,    120,     22,    114,    189,     36,    113,    225
196402,    245,    112,    523,    116,     92,    120,     22,    114,    189,     36,    113,    225
196403,    243,    112,    520,    116,     92,    120,     22,    114,    189,     36,    113,    224
196404,    243,    112,    518,    116,     92,    120,     21,    114,    188,     36,    113,    222
196405,    242,    112,    515,    116,     91,    119,     21,    114,    186,     36,    113,    221
196406,    241,    112,    513,    115,     91,    119,     21,    114,    186,     36,    113,    221
196407,    259,    119,    535,    118,    101,    133,     22,    118,    204,     38,    116,    231
196408,    259,    119,    534,    118,    101,    133,     22,    118,    203,     38,    116,    230
196409,    258,    119,    529,    118,    101,    133,     22,    118,    202,     38,    115,    230
196410,    258,    119,    527,    117,    101,    133,     22,    118,    202,     38,    114,    228
196411,    258,    118,    526,    116,    101,    133,     22,    118,    202,     38,    114,    227
196412,    257,    117,    524,    115,    101,    131,     22,    118,    202,     38,    114,    227
196501,    257,    117,    522,    113,    100,    130,     22,    118,    201,     38,    113,    227
196502,    256,    116,    520,    112,    100,    130,     22,    118,    199,     38,    113,    226
196503,    255,    116,    518,    112,    100,    128,     22,    118,    199,     38,    113,    222
196504,    255,    115,    515,    112,    100,    128,     22,    118,    198,     38,    113,    222
196505,    255,    115,    513,    112,    100,    128,     22,    118,    197,     38,    111,    221
196506,    253,    115,    512,    111,    100,    128,     22,    118,    197,     38,    111,    220
196507,    269,    119,    542,    112,    103,    141,     25,    120,    214,     39,    123,    235
196508,    269,    119,    542,    111,    102,    140,     25,    120,    213,     39,    123,    234
196509,    268,    119,    538,    111,    102,    139,     25,    120,    210,     39,    122,    234
196510,    267,    117,    535,    111,    102,    139,     25,    120,    208,     39,    121,    234
196511,    267,    117,    533,    111,    102,    139,     25,    120,    207,     39,    119,    234
196512,    264,    117,    532,    111,    101,    138,     25,    120,    207,     39,    119,    234
196601,    263,    117,    531,    110,    100,    137,     25,    120,    205,     38,    118,    232
196602,    261,    117,    527,    110,     98,    137,     25,    120,    205,     38,    117,    231
196603,    261,    117,    526,    110,     98,    137,     25,    120,    204,     38,    117,    231
196604,    259,    117,    524,    109,     98,    137,     25,    120,    203,     38,    117,    231
196605,    256,    117,    522,    108,     98,    136,     25,    120,    200,     38,    116,    231
196606,    254,    116,    521,    107,     97,    136,     25,    120,    199,     38,    116,    230
196607,    275,    117,    546,    109,     99,    149,     26,    123,    214,     39,    121,    240
196608,    275,    117,    545,    109,     99,    148,     26,    123,    214,     39,    120,    237
196609,    274,    117,    545,    108,     99,    148,     26,    123,    214,     39,    120,    236
196610,    274,    117,    542,    107,     99,    148,     26,    123,    213,     39,    119,    235
196611,    274,    116,    541,    107,     97,    148,     26,    123,    210,     39,    119,    233
196612,    272,    116,    541,    107,     95,    147,     26,    123,    209,     39,    118,    230
196701,    271,    115,    540,    107,     95,    147,     26,    123,    209,     39,    117,    229
196702,    270,    115,    539,    107,     94,    147,     26,    123,    209,     39,    117,    228
196703,    270,    115,    537,    106,     94,    145,     26,    123,    207,     39,    117,    228
196704,    268,    115,    535,    106,     94,    144,     26,    123,    207,     39,    117,    226
196705,    266,    114,    532,    105,     93,    143,     25,    123,    205,     39,    117,    223
196706,    264,    112,    530,    105,     92,    143,     25,    123,    205,     39,    116,    222
196707,    274,    120,    561,    107,    100,    156,     26,    126,    212,     40,    115,    231
196708,    272,    119,    558,    106,    100,    156,     26,    126,    212,     40,    113,    231
196709,    271,    117,    551,    106,     98,    155,     26,    126,    211,     40,    111,    231
196710,    269,    117,    547,    105,     98,    154,     24,    126,    209,     40,    110,    231
196711,    267,    115,    544,    105,     98,    154,     23,    126,    208,     40,    109,    231
196712,    266,    115,    541,    104,     96,    153,     23,    126,    206,     39,    108,    231
196801,    263,    115,    532,    103,     95,    152,     22,    124,    205,     38,    107,    231
196802,    263,    114,    529,    103,     94,    151,     22,    124,    204,     38,    106,    229
196803,    261,    114,    528,    103,     94,    151,     22,    124,    203,     38,    106,    227
196804,    259,    114,    525,    102,     94,    151,     22,    123,    202,     38,    106,    224
196805,    257,    113,    520,    102,     94,    151,     22,    123,    202,     38,    106,    223
196806,    253,    113,    514,     99,     93,    150,     22,    123,    200,     38,    105,    221
196807,    266,    122,    547,    101,     96,    173,     25,    126,    216,     44,    106,    238
196808,    265,    122,    546,    101,     95,    173,     25,    126,    216,     44,    105,    237
196809,    263,    122,    542,    101,     95,    172,     25,    126,    216,     44,    104,    235
196810,    262,    121,    535,    100,     95,    171,     25,    126,    214,     44,    104,    235
196811,    262,    120,    531,    100,     94,    170,     25,    126,    212,     44,    104,    234
196812,    259,    120,    524,     99,     94,    170,     25,    126,    212,     44,    104,    232
196901,    259,    119,    520,     99,     94,    170,     25,    126,    207,     44,    102,    231
196902,    258,    117,    515,     99,     93,    170,     25,    126,    207,     44,    101,    231
196903,    258,    116,    514,     98,     93,    169,     25,    126,    206,     44,    100,    228
196904,    255,    116,    514,     98,     92,    168,     24,    126,    205,     44,    100,    227
196905,    255,    116,    510,     98,     92,    166,     24,    126,    204,     44,    100,    226
196906,    254,    114,    509,     97,     92,    166,     24,    126,    204,     44,     98,    225
196907,    279,    127,    535,    100,     99,    189,     26,    132,    234,     49,    126,    245
196908,    279,    126,    534,    100,     98,    187,     26,    132,    234,     49,    126,    244
196909,    278,    126,    532,    100,     98,    187,     26,    132,    233,     49,    125,    241
196910,    278,    126,    531,    100,     98,    186,     26,    132,    233,     49,    125,    241
196911,    278,    125,    529,     98,     98,    185,     26,    132,    233,     49,    124,    241
196912,    276,    124,    528,     98,     98,    183,     26,    132,    230,     49,    124,    241
197001,    276,    124,    526,     98,     98,    183,     26,    132,    228,     49,    124,    241
197002,    275,    124,    524,     98,     98,    183,     26,    132,    228,     49,    124,    241
197003,    275,    124,    524,     98,     98,    183,     26,    132,    228,     49,    124,    237
197004,    275,    124,    522,     98,     98,    181,     26,    132,    228,     49,    123,    235
197005,    275,    123,    517,     98,     98,    181,     26,    132,    227,     49,    123,    235
197006,    273,    123,    517,     97,     98,    180,     26,    132,    225,     49,    123,    233
197007,    303,    133,    543,    105,     98,    183,     27,    135,    253,     53,    142,    265
197008,    303,    132,    541,    105,     98,    182,     27,    135,    252,     53,    141,    264
197009,    303,    132,    541,    105,     98,    180,     26,    135,    252,     53,    140,    264
197010,    303,    132,    540,    104,     97,    180,     26,    135,    252,     53,    140,    264
197011,    303,    131,    539,    104,     97,    179,     26,    135,    251,     52,    140,    263
197012,    302,    131,    534,    103,     97,    178,     26,    135,    249,     52,    139,    262
197101,    300,    131,    533,    103,     97,    178,     26,    135,    247,     51,    139,    261
197102,    298,    131,    532,    102,     97,    178,     26,    135,    246,     51,    139,    260
197103,    297,    131,    532,    101,     97,    177,     26,    135,    245,     51,    139,    258
197104,    296,    131,    530,    101,     96,    175,     26,    135,    244,     51,    139,    258
197105,    295,    131,    528,    101,     94,    173,     25,    135,    244,     51,    139,    255
197106,    293,    131,    526,    101,     94,    171,     25,    135,    244,     51,    139,    253
197107,    312,    135,    541,    106,     94,    180,     27,    140,    268,     60,    164,    276
197108,    311,    135,    540,    106,     94,    180,     27,    140,    268,     60,    164,    275
197109,    311,    135,    540,    106,     94,    178,     27,    140,    268,     60,    164,    275
197110,    311,    135,    540,    106,     94,    178,     27,    140,    268,     60,    164,    275
197111,    311,    134,    538,    106,     94,    178,     27,    139,    268,     60,    164,    275
197112,    311,    134,    537,    106,     94,    177,     27,    139,    268,     60,    163,    274
197201,    310,    134,    533,    106,     93,    176,     27,    139,    268,     60,    163,    274
197202,    310,    134,    533,    106,     93,    176,     27,    139,    268,     60,    163,    273
197203,    309,    133,    532,    106,     93,    175,     27,    139,    268,     60,    163,    271
197204,    308,    133,    531,    105,     93,    174,     27,    139,    268,     60,    163,    269
197205,    308,    133,    530,    104,     93,    174,     27,    139,    268,     60,    162,    267
197206,    308,    133,    529,    104,     93,    173,     27,    139,    267,     60,    162,    264
197207,    338,    139,    543,    108,     97,    179,     27,    143,    292,     70,    203,    286
197208,    334,    138,    543,    108,     96,    179,     27,    143,    291,     70,    203,    283
197209,    334,    138,    542,    108,     96,    179,     27,    143,    290,     70,    203,    283
197210,    333,    137,    542,    108,     95,    179,     27,    143,    289,     70,    203,    282
197211,    332,    137,    540,    108,     95,    177,     27,    143,    289,     70,    202,    281
197212,    332,    137,    538,    108,     95,    177,     27,    143,    288,     70,    202,    281
197301,    330,    136,    538,    108,     94,    176,     27,    142,    286,     70,    202,    280
197302,    327,    136,    536,    108,     93,    175,     27,    142,    286,     70,    202,    279
197303,    326,    136,    535,    107,     93,    175,     27,    142,    286,     70,    201,    278
197304,    326,    135,    535,    107,     93,    174,     27,    142,    285,     70,    201,    277
197305,    322,    135,    532,    106,     93,    172,     27,    142,    283,     70,    200,    276
197306,    321,    135,    532,    106,     93,    171,     27,    142,    282,     70,    200,    275
197307,    545,    213,    860,    167,    134,    376,     45,    183,    545,    136,    687,   1249
197308,    539,    211,    855,    165,    134,    373,     45,    183,    540,    136,    681,   1236
197309,    536,    211,    852,    165,    133,    370,     45,    183,    536,    133,    678,   1228
197310,    535,    210,    848,    165,    133,    368,     45,    183,    530,    133,    674,   1220
197311,    531,    205,    838,    163,    131,    361,     45,    183,    524,    133,    660,   1204
197312,    521,    205,    833,    161,    131,    356,     44,    183,    518,    130,    650,   1185
197401,    518,    204,    828,    161,    131,    354,     44,    183,    517,    128,    645,   1176
197402,    516,    203,    826,    161,    130,    351,     44,    183,    515,    128,    643,   1171
197403,    515,    203,    826,    160,    130,    346,     43,    183,    514,    128,    638,   1166
197404,    511,    202,    822,    158,    130,    344,     43,    183,    512,    127,    637,   1161
197405,    505,    201,    815,    158,    129,    341,     43,    182,    508,    125,    631,   1156
197406,    501,    198,    812,    158,    128,    338,     43,    182,    505,    125,    625,   1148
197407,    503,    192,    815,    170,    127,    341,     43,    184,    496,    130,    638,   1102
197408,    499,    189,    812,    168,    127,    335,     43,    184,    494,    129,    632,   1097
197409,    493,    186,    812,    168,    126,    331,     42,    184,    491,    129,    632,   1088
197410,    491,    182,    809,    168,    126,    328,     42,    184,    487,    129,    631,   1078
197411,    489,    180,    805,    167,    126,    326,     42,    182,    486,    129,    624,   1075
197412,    487,    179,    800,    162,    126,    324,     42,    182,    485,    129,    618,   1068
197501,    483,    179,    796,    161,    126,    323,     42,    182,    480,    126,    614,   1062
197502,    482,    179,    795,    160,    126,    321,     42,    182,    480,    125,    611,   1061
197503,    481,    179,    792,    159,    126,    319,     42,    182,    478,    125,    610,   1058
197504,    480,    178,    789,    159,    125,    319,     42,    181,    477,    125,    604,   1055
197505,    480,    177,    788,    159,    124,    319,     42,    181,    477,    125,    604,   1052
197506,    478,    175,    783,    158,    124,    316,     41,    181,    473,    122,    602,   1046
197507,    482,    175,    792,    173,    131,    318,     42,    185,    479,    134,    611,   1043
197508,    480,    173,    788,    173,    129,    316,     42,    185,    479,    134,    607,   1042
197509,    480,    173,    787,    173,    129,    315,     42,    185,    477,    133,    606,   1041
197510,    478,    173,    787,    173,    129,    315,     42,    184,    476,    131,    604,   1035
197511,    476,    173,    785,    172,    129,    314,     42,    184,    472,    131,    601,   1034
197512,    472,    173,    783,    172,    129,    313,     41,    184,    471,    129,    599,   1030
197601,    471,    173,    780,    169,    128,    312,     41,    184,    468,    129,    593,   1028
197602,    469,    173,    777,    168,    128,    312,     41,    184,    467,    129,    591,   1026
197603,    465,    171,    776,    168,    128,    311,     41,    184,    464,    129,    589,   1024
197604,    462,    170,    774,    168,    128,    307,     41,    184,    462,    128,    588,   1020
